Name,Artist,Popularity,Valence,Energy,Tempo,Acousticness,Danceability,Duration,Instrumentalness,Liveness,Loudness,Speechiness,Mode,Album,year,period
n dey say,nelly,27.0,0.688,0.723,97.64,0.257,0.862,217173.0,0.0,0.156,-4.367,0.0374,1.0,Sweatsuit,2004.0,pre_ai
na na,trey songz,49.0,0.235,0.476,96.975,0.328,0.67,231907.0,0.0,0.104,-6.253,0.0406,0.0,Trigga (Deluxe),2014.0,pre_ai
naked,marques houston,45.0,0.409,0.514,59.985,0.0889,0.752,266533.0,8.98e-06,0.0987,-6.507,0.268,1.0,Naked,2005.0,pre_ai
narcos,migos,75.0,0.238,0.588,124.987,0.0146,0.936,255379.0,0.0,0.139,-6.948,0.136,0.0,Culture II,2018.0,post_ai
naughty girl,beyonce,61.0,0.659,0.461,200.053,0.237,0.588,208573.0,1.54e-05,0.0913,-8.686,0.161,0.0,Dangerously In Love,2004.0,pre_ai
need you now,lady antebellum,35.0,0.231,0.622,107.943,0.0927,0.587,277573.0,0.000636,0.2,-5.535,0.0303,1.0,Need You Now,2009.0,pre_ai
needed me,rihanna,77.0,0.273,0.325,110.786,0.0947,0.699,191600.0,0.0,0.086,-8.112,0.228,0.0,ANTI (Deluxe),2016.0,post_ai
neighbors,j. cole,74.0,0.413,0.284,138.944,0.358,0.894,216520.0,0.000487,0.11,-13.002,0.33,0.0,4 Your Eyez Only,2016.0,post_ai
neighbors know my name,trey songz,63.0,0.391,0.693,120.026,0.0379,0.663,186307.0,0.0,0.162,-5.776,0.0635,0.0,Ready (Deluxe),2010.0,pre_ai
neon,chris young,53.0,0.496,0.599,99.05,0.401,0.6,224160.0,0.0,0.102,-6.102,0.0276,1.0,Neon,2011.0,pre_ai
neon light,blake shelton,57.0,0.923,0.78,154.056,0.0189,0.666,221402.0,1.01e-06,0.0635,-5.847,0.048,1.0,BRINGING BACK THE SUNSHINE,2014.0,pre_ai
neon lights,demi lovato,8.0,0.718,0.83,125.936,0.0787,0.628,233173.0,0.0,0.0985,-4.244,0.116,1.0,Demi (Deluxe Edition),2013.0,pre_ai
never again,kelly clarkson,3.0,0.449,0.911,145.921,0.00163,0.514,217293.0,0.0029,0.224,-2.977,0.0702,0.0,My December,2004.0,pre_ai
never ever,ciara,43.0,0.287,0.725,131.963,0.0215,0.669,272602.0,0.0,0.158,-6.386,0.0337,1.0,Fantasy Ride,2009.0,pre_ai
never gonna be alone,nickelback,63.0,0.59,0.802,130.022,0.00155,0.544,227027.0,7.34e-05,0.122,-4.152,0.0282,1.0,Dark Horse,2008.0,pre_ai
never gonna leave this bed,maroon 5,29.0,0.47,0.817,117.373,0.105,0.608,196707.0,0.0,0.247,-4.207,0.0296,1.0,Hands All Over (Deluxe),2011.0,pre_ai
never grow up,taylor swift,54.0,0.554,0.305,124.91,0.819,0.714,290467.0,0.0,0.174,-8.837,0.0305,1.0,Speak Now (Deluxe Edition),2010.0,pre_ai
never had a dream come true,s club 7,64.0,0.441,0.549,122.947,0.527,0.646,240492.0,0.0,0.0944,-5.578,0.0283,1.0,"""7""",2000.0,pre_ai
never let you go,justin bieber,57.0,0.649,0.8,103.166,0.00212,0.662,264400.0,0.0,0.251,-4.775,0.038,1.0,My World 2.0,2010.0,pre_ai
never say never,the fray,69.0,0.262,0.492,160.139,0.568,0.23,256613.0,8.18e-06,0.176,-5.767,0.0317,1.0,The Fray,2009.0,pre_ai
never too late,three days grace,28.0,0.229,0.78,149.91,0.0102,0.433,209347.0,0.0,0.182,-4.626,0.0368,0.0,Life Starts Now,2006.0,pre_ai
never wanted nothing more,kenny chesney,48.0,0.784,0.745,177.835,0.0424,0.528,208560.0,1.68e-05,0.257,-7.683,0.0539,1.0,Just Who I Am: Poets & Pirates,2007.0,pre_ai
never would have made it,marvin sapp,56.0,0.276,0.559,168.489,0.252,0.338,415133.0,0.0,0.38,-7.053,0.118,1.0,Thirsty,2007.0,pre_ai
new day,patti labelle,24.0,0.624,0.499,95.148,0.0774,0.737,199840.0,5.31e-06,0.0991,-4.604,0.0381,1.0,Timeless Journey,2004.0,pre_ai
new man,ed sheeran,72.0,0.862,0.745,94.026,0.0559,0.78,189280.0,0.0,0.0595,-3.97,0.145,1.0,÷ (Deluxe),2017.0,post_ai
new romantics,taylor swift,58.0,0.584,0.889,121.956,0.00463,0.633,230467.0,0.000458,0.0658,-5.87,0.0715,1.0,1989 (Deluxe Edition),2015.0,post_ai
new soul,yael naim,16.0,0.604,0.371,200.085,0.748,0.582,225106.0,9.19e-05,0.122,-8.519,0.0525,1.0,Yael Naim,2007.0,pre_ai
new york,ja rule,36.0,0.511,0.777,92.393,0.239,0.545,260560.0,0.0,0.0602,-5.795,0.412,0.0,Exodus,2004.0,pre_ai
next to you,mike jones,15.0,0.616,0.753,82.478,0.324,0.65,221933.0,0.0,0.307,-4.745,0.0632,0.0,Mr. Jones,2008.0,pre_ai
ni una sola palabra,paulina rubio,59.0,0.646,0.805,130.097,0.0385,0.764,224787.0,0.0,0.163,-3.814,0.0294,0.0,Ananda,2006.0,pre_ai
nice for what,drake,82.0,0.757,0.909,93.394,0.0891,0.586,210747.0,0.000109,0.119,-6.474,0.0705,1.0,Scorpion,2018.0,post_ai
nico and the niners,twenty one pilots,74.0,0.328,0.602,140.081,0.0699,0.728,225040.0,7.01e-06,0.318,-7.748,0.185,0.0,Trench,2018.0,post_ai
night's on fire,david nail,62.0,0.784,0.776,164.046,0.243,0.54,189733.0,0.0,0.378,-4.155,0.043,1.0,Fighter,2015.0,post_ai
nightmares of the bottom,lil wayne,54.0,0.408,0.577,140.065,0.00953,0.81,281080.0,3.48e-06,0.0838,-6.142,0.149,1.0,Tha Carter IV (Deluxe),2011.0,pre_ai
nine in the afternoon,panic! at the disco,57.0,0.389,0.804,155.066,0.0201,0.249,192893.0,0.0,0.262,-3.233,0.0502,1.0,Pretty. Odd.,2008.0,pre_ai
no better love,young gunz,46.0,0.525,0.897,91.194,0.181,0.674,235907.0,0.0,0.195,-3.053,0.259,1.0,Tough Luv,2004.0,pre_ai
no favors,big sean,62.0,0.351,0.768,124.719,0.608,0.58,325840.0,1.05e-06,0.342,-5.482,0.386,1.0,I Decided.,2017.0,post_ai
no hurry,zac brown band,23.0,0.407,0.531,146.018,0.376,0.564,226227.0,0.0,0.312,-5.809,0.0287,1.0,You Get What You Give (Deluxe),2012.0,pre_ai
no letting go,wayne wonder,63.0,0.318,0.819,100.213,0.0479,0.495,202013.0,0.000215,0.177,-5.656,0.0444,0.0,No Holding Back,2003.0,pre_ai
no lie,2 chainz,47.0,0.611,0.67,131.083,0.0177,0.635,237827.0,0.0,0.371,-5.955,0.17,1.0,Based On A T.R.U. Story (Deluxe),2012.0,pre_ai
no long talk,drake,63.0,0.52,0.627,97.076,0.0626,0.919,149569.0,0.0,0.529,-6.764,0.234,0.0,More Life,2017.0,post_ai
no love,eminem,9.0,0.33,0.932,129.473,0.119,0.522,299507.0,0.0,0.177,-2.87,0.255,1.0,Recovery (Deluxe Edition),2010.0,pre_ai
no matter what,t.i.,47.0,0.332,0.824,145.639,0.00332,0.498,315680.0,0.0,0.0757,-5.091,0.247,1.0,Paper Trail,2008.0,pre_ai
no matter what they say,lil' kim,40.0,0.646,0.774,106.082,0.0262,0.743,251200.0,0.0,0.137,-7.697,0.325,1.0,The Notorious Kim,2000.0,pre_ai
no mediocre,t.i.,58.0,0.195,0.495,95.466,0.0957,0.781,202213.0,0.0,0.0778,-7.449,0.0432,1.0,Paperwork (Deluxe Explicit),2014.0,pre_ai
no more,ruff endz,51.0,0.927,0.641,97.004,0.0324,0.839,242560.0,4.56e-06,0.0602,-5.669,0.0858,0.0,Love Crimes,2000.0,pre_ai
no more drama,mary j. blige,21.0,0.658,0.835,97.894,0.566,0.663,326573.0,0.000143,0.0768,-6.879,0.127,0.0,No More Drama,2001.0,pre_ai
no one knows,queens of the stone age,72.0,0.685,0.584,170.411,0.0368,0.509,278747.0,9.96e-05,0.384,-4.907,0.057,1.0,Songs For The Deaf,2002.0,pre_ai
no pressure,justin bieber,65.0,0.524,0.611,148.952,0.115,0.649,286853.0,0.0,0.293,-6.865,0.22,1.0,Purpose (Deluxe),2015.0,post_ai
no role modelz,j. cole,82.0,0.458,0.521,100.0,0.302,0.696,292987.0,0.0,0.0565,-8.465,0.332,0.0,2014 Forest Hills Drive,2014.0,pre_ai
no sense,justin bieber,64.0,0.353,0.501,134.018,0.0539,0.64,275040.0,0.0,0.108,-6.838,0.0312,0.0,Purpose (Deluxe),2015.0,post_ai
no sleeep,janet,26.0,0.285,0.451,87.924,0.0125,0.711,260695.0,0.000178,0.123,-8.156,0.212,1.0,Unbreakable,2015.0,post_ai
no sleep,wiz khalifa,19.0,0.769,0.711,160.048,0.109,0.653,191320.0,0.0,0.443,-6.454,0.0623,1.0,Rolling Papers (Deluxe),2011.0,pre_ai
no surprise,daughtry,58.0,0.152,0.823,95.98,0.00741,0.508,270640.0,0.0,0.104,-3.711,0.031,1.0,It's Not Over....The Hits So Far,2009.0,pre_ai
no tellin',drake,63.0,0.558,0.477,95.03,0.535,0.827,310933.0,0.0,0.136,-10.408,0.275,0.0,If You're Reading This It's Too Late,2015.0,post_ai
no worries,lil wayne,58.0,0.819,0.592,128.033,0.085,0.844,221000.0,0.0,0.0817,-5.486,0.199,1.0,I Am Not A Human Being II (Deluxe),2012.0,pre_ai
nobody else but you,trey songz,68.0,0.263,0.612,139.913,0.0381,0.708,229013.0,0.0,0.277,-6.379,0.122,0.0,Tremaine The Album,2017.0,post_ai
nobody's home,avril lavigne,63.0,0.177,0.907,185.406,0.000516,0.348,212413.0,0.0,0.161,-3.66,0.0497,0.0,Under My Skin,2004.0,pre_ai
nobody's perfect,hannah montana,32.0,0.806,0.977,131.986,0.065,0.591,200773.0,3.94e-06,0.356,-4.188,0.0663,0.0,Hannah Montana 2 · Meet Miley Cyrus,2007.0,pre_ai
nobody's perfect,j. cole,65.0,0.427,0.498,119.988,0.0974,0.793,190653.0,1.26e-05,0.13,-11.208,0.17,0.0,Cole World: The Sideline Story,2012.0,pre_ai
noise,kenny chesney,54.0,0.583,0.799,109.965,0.0095,0.58,203760.0,0.0,0.0925,-4.146,0.028,1.0,Cosmic Hallelujah,2016.0,post_ai
nonstop,drake,84.0,0.422,0.412,154.983,0.0164,0.912,238614.0,0.013,0.104,-8.074,0.124,1.0,Scorpion,2018.0,post_ai
normal,eminem,69.0,0.803,0.64,120.995,0.261,0.907,222477.0,0.0,0.0785,-6.542,0.354,1.0,Kamikaze,2018.0,post_ai
not a bad thing,justin timberlake,58.0,0.109,0.563,85.901,0.527,0.308,688453.0,4.58e-06,0.134,-9.169,0.0719,1.0,The 20/20 Experience - 2 of 2 (Deluxe),2013.0,pre_ai
not afraid,eminem,15.0,0.668,0.954,114.635,0.529,0.855,248133.0,0.0,0.205,-1.19,0.264,0.0,Recovery (Deluxe Edition),2010.0,pre_ai
not like the movies,katy perry,54.0,0.257,0.479,183.013,0.881,0.402,241320.0,2.75e-06,0.111,-7.75,0.0916,1.0,Katy Perry - Teenage Dream: The Complete Confection,2010.0,pre_ai
not meant to be,theory of a deadman,42.0,0.284,0.834,142.774,0.00363,0.429,213827.0,0.0,0.171,-3.848,0.0352,1.0,Scars & Souvenirs,2008.0,pre_ai
not myself tonight,christina aguilera,55.0,0.542,0.812,120.015,0.00137,0.757,186493.0,0.018,0.563,-5.178,0.0395,1.0,Bionic (Deluxe Version),2010.0,pre_ai
not over you,gavin degraw,69.0,0.364,0.894,142.051,0.255,0.63,218520.0,0.0,0.181,-4.592,0.0544,1.0,Sweeter,2011.0,pre_ai
not ready to make nice,dixie chicks,30.0,0.283,0.74,167.838,0.346,0.349,230440.0,7.77e-05,0.885,-2.95,0.0381,1.0,DCX MMXVI Live,2006.0,pre_ai
note to god,charice,5.0,0.0637,0.586,120.119,0.519,0.52,238027.0,1.03e-06,0.0783,-5.383,0.0384,1.0,Charice,2009.0,pre_ai
nothin',n.o.r.e.,54.0,0.702,0.869,97.025,0.377,0.781,264653.0,1.2e-06,0.301,-6.078,0.181,1.0,God's Favorite,2002.0,pre_ai
nothin' to die for,tim mcgraw,23.0,0.389,0.786,153.105,0.0538,0.481,253640.0,0.0,0.0759,-5.654,0.0288,1.0,Let It Go,2007.0,pre_ai
nothin' to lose,josh gracin,61.0,0.877,0.884,121.007,0.394,0.612,156893.0,1.44e-06,0.434,-3.92,0.0372,1.0,Josh Gracin,2004.0,pre_ai
nothing,the script,57.0,0.503,0.833,157.012,0.00369,0.473,272213.0,0.0,0.118,-5.013,0.039,1.0,Science & Faith,2010.0,pre_ai
nothing as it seems,pearl jam,43.0,0.0445,0.508,140.627,0.0362,0.241,321293.0,0.599,0.167,-9.791,0.0275,1.0,Binaural,2000.0,pre_ai
nothing in this world,keke wyatt,53.0,0.4,0.64,132.002,0.203,0.702,251067.0,0.0,0.0326,-3.24,0.0479,1.0,Soul Sista,2001.0,pre_ai
nothings into somethings,drake,61.0,0.279,0.227,96.912,0.379,0.76,153725.0,0.0017,0.355,-8.327,0.15,0.0,More Life,2017.0,post_ai
notice me,migos,73.0,0.474,0.338,166.0,0.104,0.796,233880.0,1.12e-06,0.165,-9.754,0.315,0.0,Culture II,2018.0,post_ai
notion,kings of leon,60.0,0.426,0.887,142.968,0.00597,0.433,180840.0,2.87e-05,0.119,-5.111,0.047,1.0,Only By The Night,2009.0,pre_ai
now & forever,drake,60.0,0.0946,0.515,107.945,0.132,0.575,281320.0,0.0,0.102,-7.325,0.0324,1.0,If You're Reading This It's Too Late,2015.0,post_ai
nude,radiohead,63.0,0.156,0.342,128.331,0.833,0.537,255387.0,0.6,0.0856,-9.785,0.0338,1.0,In Rainbows,2008.0,pre_ai
numb,linkin park,82.0,0.243,0.863,110.018,0.0046,0.496,185587.0,0.0,0.639,-4.153,0.0381,1.0,Meteora,2003.0,pre_ai
numb numb juice,schoolboy q,74.0,0.203,0.492,156.958,0.00172,0.885,107147.0,7.79e-05,0.081,-6.015,0.367,1.0,CrasH Talk,2019.0,post_ai
number one,pharrell,26.0,0.666,0.801,107.012,0.251,0.845,236573.0,0.0,0.0951,-5.619,0.129,0.0,In My Mind (Deluxe Edition),2006.0,pre_ai
number one spot,ludacris,36.0,0.55,0.942,146.207,0.0344,0.549,274467.0,0.0,0.293,-4.275,0.367,1.0,The Red Light District,2005.0,pre_ai
o,omarion,4.0,0.564,0.519,120.054,0.0868,0.741,280333.0,0.0,0.222,-6.249,0.0466,1.0,O,2004.0,pre_ai
obsessed,mariah carey,71.0,0.384,0.471,86.467,0.0517,0.742,242200.0,0.0,0.862,-5.513,0.0695,1.0,Memoirs of an imperfect Angel,2009.0,pre_ai
ocean avenue,yellowcard,74.0,0.786,0.904,173.734,3.43e-05,0.486,198267.0,2.83e-05,0.0947,-3.751,0.0638,0.0,Ocean Avenue,2004.0,pre_ai
officially missing you,tamia,0.0,0.226,0.407,178.258,0.247,0.476,242467.0,0.0,0.144,-9.239,0.0368,0.0,Into You,2003.0,pre_ai
oh,ciara,4.0,0.357,0.496,128.29,0.000298,0.8,256347.0,0.0,0.0697,-7.135,0.0506,1.0,Goodies,2004.0,pre_ai
oh boy,cam'ron,7.0,0.842,0.764,83.025,0.034,0.727,207173.0,0.0,0.0891,-5.808,0.138,0.0,Come Home With Me,2002.0,pre_ai
oh love,green day,59.0,0.695,0.773,171.806,0.00605,0.427,303293.0,4.02e-06,0.0396,-4.222,0.115,1.0,¡UNO!,2012.0,pre_ai
oh santa!,mariah carey,19.0,0.519,0.916,78.486,0.0193,0.661,211000.0,2.25e-05,0.318,-3.653,0.178,1.0,Merry Christmas II You,2010.0,pre_ai
oklahoma,billy gilman,1.0,0.27,0.268,138.595,0.484,0.42,244000.0,0.0,0.0892,-10.217,0.0332,1.0,One Voice,2000.0,pre_ai
old time's sake,eminem,3.0,0.836,0.829,176.047,0.0606,0.775,278160.0,0.0,0.33,-1.933,0.304,1.0,Relapse (Deluxe Edition),2009.0,pre_ai
on a night like this,trick pony,34.0,0.831,0.776,117.912,0.0443,0.599,210427.0,0.0,0.0379,-5.292,0.0437,1.0,Trick Pony,2001.0,pre_ai
on fire,lil wayne,37.0,0.54,0.874,132.11,0.00388,0.447,248240.0,0.000607,0.139,-4.063,0.0493,0.0,Rebirth (Deluxe),2010.0,pre_ai
on fire,lloyd banks,27.0,0.453,0.817,95.04,0.0951,0.766,187280.0,0.000271,0.266,-4.261,0.201,1.0,The Hunger For More,2004.0,pre_ai
on me,meek mill,26.0,0.139,0.636,132.148,0.161,0.727,184466.0,0.0,0.335,-5.137,0.202,1.0,First Come First Serve,2018.0,post_ai
on my mind,ellie goulding,62.0,0.743,0.705,154.911,0.258,0.702,213445.0,5.93e-06,0.0879,-6.666,0.0543,1.0,Delirium (Deluxe),2015.0,post_ai
on my way to you,cody johnson,70.0,0.245,0.538,157.97,0.327,0.443,213307.0,4.61e-05,0.0866,-5.477,0.0309,1.0,Ain't Nothin' to It,2018.0,post_ai
on the floor,jennifer lopez,56.0,0.556,0.779,129.973,0.107,0.726,284867.0,0.000252,0.098,-5.198,0.0603,0.0,LOVE? (Deluxe Edition),2011.0,pre_ai
on the regular,meek mill,52.0,0.352,0.764,146.03,0.0175,0.781,184110.0,0.0,0.102,-3.252,0.164,1.0,DC4,2016.0,post_ai
on the way down,ryan cabrera,12.0,0.539,0.845,95.199,0.00184,0.5,213280.0,0.0,0.105,-5.015,0.0369,1.0,Take It All Away,2004.0,pre_ai
once in a lifetime,keith urban,25.0,0.62,0.837,132.012,0.0592,0.616,353813.0,0.00994,0.482,-5.266,0.0472,1.0,"Love, Pain & The Whole Crazy Thing",2006.0,pre_ai
one,ed sheeran,67.0,0.306,0.321,93.528,0.877,0.464,252760.0,0.0,0.0789,-11.12,0.0418,1.0,x (Deluxe Edition),2014.0,pre_ai
one dance,drake,68.0,0.382,0.617,103.981,0.00902,0.785,173987.0,0.00246,0.351,-5.871,0.0522,1.0,Views,2016.0,post_ai
one day,matisyahu,0.0,0.235,0.61,68.552,0.198,0.346,207573.0,0.0,0.117,-5.818,0.15,1.0,Light,2008.0,pre_ai
one hell of an amen,brantley gilbert,13.0,0.549,0.664,138.052,0.0141,0.548,222627.0,2.5e-06,0.0772,-5.622,0.0281,1.0,Just As I Am (Deluxe),2014.0,pre_ai
one last breath,creed,70.0,0.195,0.677,126.602,0.00841,0.386,238240.0,0.00366,0.341,-5.83,0.0346,1.0,Weathered,2002.0,pre_ai
one less lonely girl,justin bieber,66.0,0.716,0.779,86.985,0.151,0.577,229107.0,0.0,0.471,-4.404,0.221,1.0,My World,2009.0,pre_ai
one man can change the world,big sean,49.0,0.302,0.584,78.92,0.791,0.697,254627.0,0.0,0.11,-6.671,0.161,0.0,Dark Sky Paradise (Deluxe),2015.0,post_ai
one more day,diamond rio,29.0,0.234,0.405,131.064,0.592,0.668,216173.0,0.0,0.115,-7.629,0.0277,1.0,One More Day,2001.0,pre_ai
one more drinkin' song,jerrod niemann,48.0,0.605,0.698,114.031,0.473,0.734,167813.0,8.02e-05,0.297,-5.833,0.0331,1.0,Judge Jerrod & The Hung Jury,2011.0,pre_ai
one more night,maroon 5,3.0,0.652,0.807,93.002,0.0711,0.711,219493.0,0.0,0.0841,-3.525,0.0327,0.0,Overexposed (Deluxe),2012.0,pre_ai
one more time,daft punk,75.0,0.476,0.697,122.752,0.0193,0.611,320357.0,0.0,0.332,-8.618,0.133,1.0,Discovery,2000.0,pre_ai
one of those days,whitney houston,47.0,0.82,0.708,91.983,0.312,0.679,255733.0,0.0,0.0878,-3.844,0.0818,1.0,Just Whitney,2002.0,pre_ai
one of those nights,tim mcgraw,4.0,0.389,0.778,127.071,0.0114,0.525,238520.0,0.0,0.0548,-5.597,0.0321,1.0,Two Lanes Of Freedom (Accelerated Deluxe),2012.0,pre_ai
one step at a time,jordin sparks,1.0,0.697,0.698,102.024,0.0656,0.764,205707.0,0.0,0.0417,-4.658,0.0284,1.0,Battlefield,2008.0,pre_ai
one step closer,linkin park,39.0,0.538,0.969,95.136,0.0014,0.492,157333.0,1.32e-06,0.0787,-4.419,0.0491,1.0,Hybrid Theory,2000.0,pre_ai
one thing,finger eleven,58.0,0.489,0.554,151.953,0.476,0.593,279573.0,0.0,0.0804,-9.286,0.0336,1.0,Finger Eleven,2003.0,pre_ai
one time,justin bieber,69.0,0.734,0.833,145.997,0.0808,0.707,215867.0,4.42e-05,0.0778,-2.553,0.0359,0.0,My World,2009.0,pre_ai
one wish,ray j,12.0,0.611,0.639,74.937,0.289,0.427,337647.0,0.0,0.339,-7.035,0.346,0.0,Raydiation,2005.0,pre_ai
only,nicki minaj,52.0,0.263,0.481,173.348,0.397,0.575,312027.0,0.0,0.0973,-7.266,0.635,0.0,The Pinkprint (Deluxe Edition),2014.0,pre_ai
only,nine inch nails,46.0,0.963,0.807,112.15,0.000576,0.7,263093.0,0.00488,0.0996,-5.711,0.029,0.0,With Teeth (Bonus Tracks),2005.0,pre_ai
only human,jonas brothers,88.0,0.874,0.496,94.01,0.108,0.795,183000.0,0.0,0.0645,-5.883,0.0722,1.0,Happiness Begins,2019.0,post_ai
only prettier,miranda lambert,50.0,0.778,0.695,167.968,0.0818,0.389,189440.0,0.0,0.0698,-2.4,0.0348,1.0,Revolution,2010.0,pre_ai
only time,enya,71.0,0.213,0.249,82.803,0.841,0.418,218547.0,0.661,0.112,-13.744,0.0301,1.0,A Day Without Rain,2000.0,pre_ai
oodles o' noodles babies,meek mill,57.0,0.584,0.836,72.099,0.593,0.609,181274.0,0.0,0.466,-3.442,0.264,0.0,Championships,2018.0,post_ai
ooh baby,mario,7.0,0.368,0.591,75.028,0.00499,0.622,220333.0,0.000102,0.311,-6.747,0.0361,0.0,D.N.A.,2010.0,pre_ai
ooh!,mary j. blige,19.0,0.281,0.79,93.079,0.000215,0.631,247680.0,0.000122,0.054,-6.066,0.0329,0.0,Love & Life,2003.0,pre_ai
open letter,lil wayne,59.0,0.36,0.55,97.01,0.0283,0.769,269287.0,0.0,0.139,-6.299,0.359,0.0,Tha Carter V,2018.0,post_ai
open safe,lil wayne,59.0,0.501,0.598,96.012,0.00705,0.929,223939.0,0.0,0.0549,-5.373,0.156,1.0,Tha Carter V,2018.0,post_ai
ordinary day,vanessa carlton,10.0,0.403,0.649,185.458,0.211,0.387,239200.0,0.0,0.282,-3.919,0.0289,1.0,Be Not Nobody,2002.0,pre_ai
ordinary girl,hannah montana,49.0,0.358,0.856,182.542,0.034,0.395,177507.0,0.0,0.212,-3.705,0.256,1.0,Hannah Montana Forever,2010.0,pre_ai
ordinary people,john legend,71.0,0.36,0.132,67.011,0.929,0.469,281467.0,0.0,0.0873,-14.001,0.0807,1.0,Get Lifted,2004.0,pre_ai
original fire,audioslave,3.0,0.7,0.947,124.162,0.0103,0.638,218507.0,0.0727,0.386,-2.811,0.054,1.0,Revelations,2006.0,pre_ai
oui,jeremih,75.0,0.596,0.703,119.749,0.192,0.715,238320.0,0.0,0.113,-3.825,0.0503,1.0,Late Nights: The Album,2015.0,post_ai
our kind of love,lady antebellum,28.0,0.889,0.926,112.058,0.047,0.632,249253.0,0.000169,0.116,-3.463,0.0322,1.0,Need You Now,2010.0,pre_ai
our song,taylor swift,16.0,0.63,0.7,177.822,0.00623,0.504,200200.0,1.24e-06,0.342,-4.826,0.0326,1.0,Fearless,2006.0,pre_ai
our time now,plain white t's,1.0,0.937,0.913,102.974,0.00975,0.563,170213.0,4.12e-06,0.369,-4.432,0.0335,1.0,Every Second Counts,2006.0,pre_ai
ours,taylor swift,56.0,0.238,0.569,159.845,0.537,0.608,237920.0,0.0,0.097,-7.227,0.0284,1.0,Speak Now (Deluxe Edition),2010.0,pre_ai
out of my head,lupe fiasco,14.0,0.38,0.847,99.058,0.0145,0.588,204013.0,0.0,0.436,-4.734,0.0675,0.0,Lasers (Deluxe),2011.0,pre_ai
out of the woods,taylor swift,56.0,0.338,0.841,92.008,0.000743,0.553,235800.0,1.19e-05,0.341,-6.937,0.0396,1.0,1989 (Deluxe Edition),2014.0,pre_ai
outrageous,britney spears,53.0,0.847,0.662,105.014,0.0394,0.828,201907.0,2.02e-05,0.191,-6.419,0.0461,1.0,In The Zone,2004.0,pre_ai
outta control,50 cent,53.0,0.483,0.733,96.036,0.308,0.688,201827.0,0.0,0.159,-4.365,0.156,1.0,The Massacre,2005.0,pre_ai
outta my system,bow wow,21.0,0.755,0.587,84.025,0.0697,0.772,238467.0,0.0,0.252,-6.944,0.187,1.0,Outta My System,2007.0,pre_ai
outta your mind,lil jon,57.0,0.642,0.984,99.976,0.234,0.876,250747.0,0.0,0.0505,-2.018,0.274,1.0,Crunk Rock (Deluxe),2010.0,pre_ai
over,drake,64.0,0.427,0.853,101.034,0.0113,0.337,233560.0,0.0,0.14,-5.611,0.278,1.0,Thank Me Later,2011.0,pre_ai
over and over,nelly,44.0,0.464,0.521,84.774,0.00799,0.604,253887.0,4.41e-06,0.216,-10.029,0.073,0.0,Suit,2004.0,pre_ai
over it,katharine mcphee,53.0,0.491,0.801,84.541,0.0415,0.462,215200.0,0.0,0.0523,-4.191,0.0664,1.0,Katharine McPhee,2007.0,pre_ai
over you,daughtry,57.0,0.564,0.922,156.045,0.0174,0.425,204661.0,0.0,0.104,-2.6,0.0412,1.0,Daughtry (Deluxe Edition),2006.0,pre_ai
over you,miranda lambert,58.0,0.141,0.507,158.119,0.535,0.566,253373.0,0.00619,0.107,-6.973,0.0279,1.0,Four The Record,2012.0,pre_ai
overcome,creed,50.0,0.409,0.924,194.878,0.00109,0.327,226827.0,0.0,0.13,-3.141,0.0738,1.0,Full Circle,2009.0,pre_ai
overnight celebrity,twista,60.0,0.777,0.792,134.199,0.182,0.828,233360.0,0.0,0.281,-5.435,0.179,0.0,Kamikaze,2004.0,pre_ai
owe me,big sean,56.0,0.38,0.611,142.187,0.388,0.611,271693.0,0.0,0.113,-8.751,0.143,1.0,I Decided.,2017.0,post_ai
own it,drake,55.0,0.284,0.343,103.029,0.0496,0.653,252053.0,4.13e-05,0.304,-11.327,0.115,0.0,Nothing Was The Same (Deluxe),2013.0,pre_ai
oye mi canto,n.o.r.e.,63.0,0.948,0.946,96.011,0.185,0.677,240973.0,3.56e-06,0.274,-2.887,0.0553,1.0,N.O.R.E. Y La Familia,2004.0,pre_ai
p.i.m.p.,50 cent,11.0,0.864,0.746,85.224,0.0404,0.836,249373.0,9.84e-05,0.039,-3.315,0.326,0.0,Get Rich Or Die Tryin,2003.0,pre_ai
pain,jimmy eat world,61.0,0.195,0.965,168.006,0.0181,0.39,181307.0,0.0,0.583,-3.38,0.119,0.0,Futures,2004.0,pre_ai
pain,three days grace,27.0,0.266,0.742,160.437,0.0078,0.421,202587.0,0.0,0.277,-4.073,0.0321,1.0,Life Starts Now,2006.0,pre_ai
paint me a birmingham,tracy lawrence,38.0,0.375,0.603,137.606,0.385,0.518,217315.0,5.05e-05,0.27,-5.15,0.0319,1.0,Good Ole Days,2003.0,pre_ai
panic switch,silversun pickups,59.0,0.549,0.885,198.556,0.000202,0.163,343907.0,0.0121,0.228,-4.623,0.0725,0.0,Swoon,2009.0,pre_ai
paparazzi,lady gaga,47.0,0.397,0.692,114.906,0.113,0.762,208307.0,0.0,0.094,-3.973,0.0438,0.0,The Fame Monster (Deluxe Edition),2008.0,pre_ai
paper doll,john mayer,63.0,0.685,0.475,153.851,0.521,0.658,257387.0,0.0067,0.176,-11.703,0.0292,1.0,Paradise Valley,2013.0,pre_ai
paper planes,m.i.a.,72.0,0.454,0.854,86.044,0.0254,0.541,205200.0,0.000125,0.651,-6.196,0.155,1.0,Kala,2008.0,pre_ai
