Name,Artist,Popularity,Valence,Energy,Tempo,Acousticness,Danceability,Duration,Instrumentalness,Liveness,Loudness,Speechiness,Mode,Album,year,RiaaStatus,Label,period
if you know you know,pusha t,66.0,0.701,0.697,153.426,0.0186,0.46,202120.0,0.0,0.362,-5.954,0.325,0,DAYTONA,2018.0,,,post_ai
immortal,j. cole,68.0,0.253,0.41899999999999993,91.634,0.43499999999999994,0.713,201667.0,2.87e-06,0.126,-10.668,0.356,1,4 Your Eyez Only,2016.0,,,post_ai
in my feelings,drake,84.0,0.35,0.626,91.03,0.0589,0.8349999999999999,217925.0,6e-05,0.39599999999999996,-5.832999999999999,0.125,1,Scorpion,2018.0,,,post_ai
infrared,pusha t,55.0,0.163,0.578,112.265,0.0518,0.674,170240.0,0.0055,0.72,-8.768,0.298,0,DAYTONA,2018.0,,,post_ai
intro,j. cole,48.0,0.39022500000000004,0.33325,86.70475,0.82475,0.518,93310.25,0.01743945,0.11274999999999999,-14.87475,0.16870000000000002,0,2014 Forest Hills Drive,2018.0,,,post_ai
is there more,drake,65.0,0.548,0.547,83.801,0.727,0.698,226907.0,0.0,0.159,-7.607,0.315,1,Scorpion,2018.0,,,post_ai
issues,meek mill,46.0,0.382,0.608,90.713,0.167,0.784,211685.0,0.0,0.0871,-5.885,0.245,1,Wins & Losses (Deluxe),2017.0,,,post_ai
it's a vibe,2 chainz,76.0,0.523,0.505,73.003,0.0317,0.8219999999999998,210200.0,0.000911,0.11400000000000002,-7.384,0.147,1,Pretty Girls Like Trap Music,2017.0,2x Multi-Platinum,Def Jam,post_ai
jaded,drake,71.0,0.0371,0.271,116.02,0.037,0.766,262453.0,0.0,0.175,-5.697,0.0412,1,Scorpion,2018.0,,,post_ai
jorja interlude,drake,63.0,0.205,0.354,123.152,0.755,0.719,107673.0,0.00969,0.349,-10.461,0.104,1,More Life,2017.0,,,post_ai
juice,yo gotti,59.0,0.754,0.568,162.038,0.0017100000000000001,0.8870000000000001,149242.0,1.11e-05,0.0812,-5.853,0.323,1,I Still Am,2017.0,,,post_ai
jump out the window,big sean,71.0,0.554,0.714,136.972,0.147,0.745,213693.0,0.0,0.132,-6.729,0.0768,1,I Decided.,2017.0,1x Platinum,Def Jam,post_ai
jumpsuit,twenty one pilots,75.0,0.235,0.61,127.052,0.00849,0.62,238560.0,0.162,0.205,-8.329,0.0373,0,Trench,2018.0,Gold,Fueled by Ramen,post_ai
kamikaze,eminem,73.0,0.642,0.8080000000000002,79.982,0.112,0.7799999999999999,216029.0,0.0,0.329,-5.175,0.484,1,Kamikaze,2018.0,,,post_ai
keep the family close,drake,44.0,0.214,0.565,76.278,0.137,0.302,328907.0,0.0,0.381,-7.663,0.073,0,Views,2016.0,,,post_ai
kids,onerepublic,46.0,0.217,0.739,100.003,0.0175,0.596,238387.0,0.0,0.309,-6.192,0.0398,1,Oh My My (Deluxe),2016.0,,,post_ai
kiss it better,rihanna,69.0,0.835,0.826,95.00600000000001,0.264,0.62,253080.0,0.0,0.0637,-4.76,0.0492,0,ANTI (Deluxe),2016.0,1x Platinum,"Westbury Road Entertainment, Llc  /  Roc Nation, Llc",post_ai
kmt,drake,65.0,0.0883,0.623,119.983,0.0143,0.872,162638.0,0.0214,0.125,-6.984,0.0446,1,More Life,2017.0,,,post_ai
kod,j. cole,76.0,0.19899999999999998,0.782,141.869,0.21,0.831,191437.0,0.0,0.113,-6.274,0.15,1,KOD,2018.0,,,post_ai
let it all work out,lil wayne,64.0,0.439,0.562,135.014,0.0216,0.552,316192.0,0.0,0.302,-6.862,0.164,1,Tha Carter V,2018.0,,,post_ai
level up,ciara,65.0,0.584,0.8249999999999998,152.914,0.014199999999999999,0.746,204150.0,0.0107,0.121,-4.666,0.169,1,Beauty Marks,2018.0,1x Platinum,Beauty Marks Entertainment,post_ai
light,big sean,53.0,0.199,0.608,84.932,0.831,0.578,210507.0,0.0,0.108,-5.997,0.0507,0,I Decided.,2017.0,,,post_ai
light it up,luke bryan,65.0,0.677,0.929,130.024,0.11799999999999998,0.602,177306.0,0.0,0.103,-2.741,0.0839,0,What Makes You Country,2017.0,1x Platinum,Capitol Records Nashville,post_ai
look what you made me do,taylor swift,70.0,0.506,0.709,128.07,0.204,0.766,211853.0,1.41e-05,0.126,-6.471,0.12299999999999998,0,reputation,2017.0,4x Multi-Platinum,Big Machine Records,post_ai
lose you,drake,60.0,0.373,0.576,87.983,0.736,0.519,305374.0,0.0,0.371,-9.162,0.414,1,More Life,2017.0,,,post_ai
losing sleep,chris young,68.0,0.634,0.621,92.003,0.0715,0.584,178253.0,1.68e-06,0.389,-5.703,0.0443,1,Losing Sleep,2017.0,1x Platinum,Rca Nashville,post_ai
love,lana del rey,72.0,0.234,0.366,98.994,0.487,0.527,272743.0,0.0023,0.11,-10.943,0.0277,1,Lust For Life,2017.0,,,post_ai
love drought,beyonce,65.0,0.216,0.535,157.01,0.0209,0.455,237440.0,0.64,0.126,-10.602,0.0426,0,Lemonade,2016.0,,,post_ai
love me now,john legend,69.0,0.709,0.762,123.88900000000001,0.591,0.488,210293.0,0.0,0.0763,-3.842,0.0865,1,DARKNESS AND LIGHT,2016.0,Gold,Columbia,post_ai
love on the brain,rihanna,81.0,0.369,0.632,171.92,0.0777,0.503,224000.0,1.3e-05,0.0758,-4.854,0.0492,0,ANTI (Deluxe),2016.0,3x Multi-Platinum,"Westbury Road Entertainment, Llc  /  Roc Nation, Llc",post_ai
love on the weekend,john mayer,70.0,0.422,0.583,119.97,0.623,0.718,212320.0,0.000662,0.0612,-7.884,0.0288,1,The Search for Everything,2016.0,Gold,Columbia,post_ai
love so soft,kelly clarkson,64.0,0.7579999999999999,0.581,130.012,0.0053,0.808,172427.0,1.19e-05,0.0828,-5.430000000000001,0.07,1,Meaning Of Life,2017.0,1x Platinum,Atlantic Records,post_ai
love wins,carrie underwood,61.0,0.325,0.865,135.115,0.0112,0.523,228640.0,0.0,0.153,-4.697,0.0989,1,Cry Pretty,2018.0,,,post_ai
lust.,kendrick lamar,66.0,0.566,0.562,94.241,0.193,0.678,307880.0,0.0,0.104,-9.197,0.508,0,DAMN.,2017.0,Gold,Tde / Aftermath / Interscope,post_ai
madiba riddim,drake,65.0,0.319,0.527,105.86,0.235,0.834,205163.0,0.00968,0.632,-10.4,0.193,1,More Life,2017.0,,,post_ai
make me feel,janelle monae,69.0,0.697,0.413,115.035,0.132,0.859,194230.0,0.0,0.334,-7.399,0.182,1,Dirty Computer,2018.0,,,post_ai
make me like you,gwen stefani,34.0,0.799,0.714,118.03600000000002,0.0403,0.741,216947.0,1.58e-05,0.127,-4.739,0.0476,0,This Is What The Truth Feels Like (Deluxe),2016.0,,,post_ai
malibu,miley cyrus,79.0,0.343,0.781,139.934,0.0767,0.573,231907.0,2.64e-05,0.0813,-6.406,0.0555,1,Younger Now,2017.0,2x Multi-Platinum,Rca,post_ai
man of the woods,justin timberlake,59.0,0.724,0.452,199.775,0.315,0.624,243987.0,1.02e-05,0.311,-8.206,0.0681,1,Man of the Woods,2018.0,,,post_ai
march 14,drake,62.0,0.317,0.415,127.096,0.406,0.558,309560.0,0.0,0.36,-7.355,0.358,0,Scorpion,2018.0,,,post_ai
me and your mama,childish gambino,45.0,0.236,0.438,117.962,0.01,0.552,379227.0,0.0325,0.0663,-12.399,0.0342,1,"""Awaken, My Love!""",2016.0,,,post_ai
mess,lil wayne,62.0,0.421,0.579,145.994,0.479,0.641,212428.0,9.58e-05,0.214,-8.278,0.0895,1,Tha Carter V,2018.0,,,post_ai
messin' around,pitbull,51.0,0.784,0.81,157.965,0.015,0.569,222693.0,0.0,0.0419,-4.593,0.0473,1,Climate Change,2016.0,Gold,Rca,post_ai
middle child,j. cole,62.0,0.512,0.484,126.023,0.192,0.84,213000.0,0.0,0.282,-6.899,0.24100000000000002,1,Revenge Of The Dreamers III,2019.0,,,post_ai
million reasons,lady gaga,80.0,0.134,0.42400000000000004,129.911,0.437,0.665,205280.0,0.0,0.10700000000000001,-7.837999999999999,0.0444,1,Joanne (Deluxe),2016.0,1x Platinum,Steamline / Interscope,post_ai
mob ties,drake,76.0,0.49,0.575,85.987,0.0456,0.755,205147.0,0.00124,0.276,-8.393,0.0678,0,Scorpion,2018.0,,,post_ai
most people are good,luke bryan,70.0,0.537,0.728,150.013,0.174,0.582,221801.0,0.0,0.139,-6.151,0.029199999999999997,1,What Makes You Country,2017.0,1x Platinum,Capitol Records Nashville,post_ai
motiv8,j. cole,68.0,0.596,0.385,149.897,0.135,0.869,133922.0,0.0,0.0931,-7.801,0.297,1,KOD,2018.0,,,post_ai
moves,big sean,68.0,0.367,0.53,75.515,0.0541,0.789,142907.0,0.0,0.164,-6.2,0.293,1,I Decided.,2016.0,1x Platinum,Def Jam,post_ai
my blood,twenty one pilots,76.0,0.674,0.723,108.999,0.0563,0.749,229120.0,0.022,0.0977,-6.609,0.0432,1,Trench,2018.0,Gold,Fueled by Ramen,post_ai
my old man,zac brown band,59.0,0.301,0.196,143.919,0.819,0.64,227222.0,3.63e-05,0.0978,-11.478,0.0267,1,Welcome Home,2017.0,Gold,Elektra / Atlantic Records,post_ai
my pyt,wale,55.0,0.456,0.481,191.991,0.0139,0.554,236867.0,0.0,0.0787,-9.823,0.329,1,SHINE,2016.0,,,post_ai
narcos,migos,75.0,0.238,0.588,124.987,0.0146,0.936,255379.0,0.0,0.13899999999999998,-6.9479999999999995,0.136,0,Culture II,2018.0,1x Platinum,Quality Control Music / Motown Records / Capitol Records,post_ai
needed me,rihanna,77.0,0.273,0.325,110.786,0.09469999999999999,0.699,191600.0,0.0,0.086,-8.112,0.228,0,ANTI (Deluxe),2016.0,5x Multi-Platinum,"Westbury Road Entertainment, Llc  /  Roc Nation, Llc",post_ai
neighbors,j. cole,74.0,0.413,0.284,138.944,0.35799999999999993,0.894,216520.0,0.000487,0.11,-13.002,0.33,0,4 Your Eyez Only,2016.0,,,post_ai
new man,ed sheeran,72.0,0.862,0.745,94.026,0.0559,0.78,189280.0,0.0,0.0595,-3.97,0.145,1,÷ (Deluxe),2017.0,Gold,Atlantic Records,post_ai
nice for what,drake,82.0,0.757,0.909,93.39400000000002,0.0891,0.586,210747.0,0.00010899999999999999,0.11899999999999998,-6.474,0.0705,1,Scorpion,2018.0,3x Multi-Platinum,Cash Money / Young Money / Republic Records,post_ai
nico and the niners,twenty one pilots,74.0,0.328,0.602,140.081,0.0699,0.728,225040.0,7.01e-06,0.318,-7.748,0.185,0,Trench,2018.0,,,post_ai
no favors,big sean,62.0,0.351,0.7680000000000001,124.719,0.608,0.58,325840.0,1.05e-06,0.342,-5.482,0.38599999999999995,1,I Decided.,2017.0,Gold,Def Jam,post_ai
no long talk,drake,63.0,0.52,0.627,97.076,0.0626,0.919,149569.0,0.0,0.529,-6.764,0.234,0,More Life,2017.0,,,post_ai
nobody else but you,trey songz,68.0,0.263,0.612,139.913,0.0381,0.7079999999999999,229013.0,0.0,0.277,-6.3790000000000004,0.122,0,Tremaine The Album,2017.0,1x Platinum,Atlantic Records,post_ai
noise,kenny chesney,54.0,0.583,0.799,109.965,0.0095,0.58,203760.0,0.0,0.0925,-4.146,0.028,1,Cosmic Hallelujah,2016.0,Gold,Blue Chair Records / Columbia Nashville,post_ai
nonstop,drake,84.0,0.42199999999999993,0.412,154.983,0.0164,0.912,238614.0,0.013,0.104,-8.074,0.12399999999999999,1,Scorpion,2018.0,,,post_ai
normal,eminem,69.0,0.803,0.64,120.995,0.261,0.907,222477.0,0.0,0.0785,-6.542,0.354,1,Kamikaze,2018.0,,,post_ai
nothings into somethings,drake,61.0,0.279,0.227,96.912,0.379,0.76,153725.0,0.0017,0.355,-8.327,0.15,0,More Life,2017.0,,,post_ai
notice me,migos,73.0,0.47400000000000003,0.338,166.0,0.10400000000000001,0.796,233880.0,1.12e-06,0.165,-9.754,0.315,0,Culture II,2018.0,,,post_ai
numb numb juice,schoolboy q,74.0,0.203,0.492,156.958,0.00172,0.885,107147.0,7.79e-05,0.081,-6.015,0.367,1,CrasH Talk,2019.0,,,post_ai
on me,meek mill,26.0,0.139,0.636,132.148,0.161,0.727,184466.0,0.0,0.335,-5.137,0.202,1,First Come First Serve,2018.0,Gold,Atlantic Records,post_ai
on my way to you,cody johnson,70.0,0.245,0.538,157.97,0.327,0.443,213307.0,4.61e-05,0.0866,-5.477,0.0309,1,Ain't Nothin' to It,2018.0,Gold,Cojo Music / Warner Music Nashville,post_ai
on the regular,meek mill,52.0,0.352,0.764,146.03,0.0175,0.781,184110.0,0.0,0.102,-3.252,0.164,1,DC4,2016.0,,,post_ai
one dance,drake,68.0,0.382,0.617,103.981,0.00902,0.785,173987.0,0.00246,0.351,-5.871,0.0522,1,Views,2016.0,7x Multi-Platinum,Young Money / Cash Money / Republic Records,post_ai
only human,jonas brothers,88.0,0.874,0.496,94.01,0.108,0.795,183000.0,0.0,0.0645,-5.883,0.0722,1,Happiness Begins,2019.0,,,post_ai
oodles o' noodles babies,meek mill,57.0,0.584,0.836,72.099,0.593,0.609,181274.0,0.0,0.466,-3.442,0.264,0,Championships,2018.0,,,post_ai
open letter,lil wayne,59.0,0.36,0.55,97.01,0.0283,0.769,269287.0,0.0,0.139,-6.299,0.359,0,Tha Carter V,2018.0,,,post_ai
open safe,lil wayne,59.0,0.501,0.598,96.012,0.00705,0.929,223939.0,0.0,0.0549,-5.373,0.156,1,Tha Carter V,2018.0,,,post_ai
owe me,big sean,56.0,0.38,0.611,142.187,0.388,0.611,271693.0,0.0,0.113,-8.751,0.143,1,I Decided.,2017.0,,,post_ai
passionfruit,drake,81.0,0.372,0.45899999999999996,111.963,0.304,0.804,298941.0,0.0862,0.11000000000000001,-11.556,0.039,1,More Life,2017.0,3x Multi-Platinum,Cash Money / Young Money / Republic Records,post_ai
peak,drake,66.0,0.273,0.215,91.998,0.85,0.686,206027.0,0.000123,0.106,-13.54,0.0387,0,Scorpion,2018.0,,,post_ai
perfect,ed sheeran,88.0,0.168,0.448,95.05,0.163,0.599,263400.0,0.0,0.106,-6.312,0.0232,1,÷ (Deluxe),2017.0,8x Multi-Platinum,Atlantic Records,post_ai
perfect illusion,lady gaga,67.0,0.668,0.855,124.97700000000002,0.00138,0.625,182000.0,0.0,0.357,-5.471,0.0389,0,Joanne (Deluxe),2016.0,,,post_ai
perfect strangers,lil wayne,58.0,0.542,0.644,146.178,0.4,0.746,249751.0,0.0,0.095,-2.605,0.232,1,Tha Carter V,2018.0,,,post_ai
photograph,j. cole,67.0,0.372,0.487,105.05,0.0299,0.825,218954.0,0.0,0.0868,-6.416,0.233,1,KOD,2018.0,,,post_ai
play that song,train,69.0,0.48200000000000004,0.825,98.959,0.0231,0.392,243253.0,2.25e-06,0.0972,-2.068,0.053500000000000006,0,a girl a bottle a boat,2016.0,1x Platinum,Columbia,post_ai
portland,drake,76.0,0.314,0.444,136.088,0.0143,0.924,236615.0,0.0,0.26,-8.227,0.243,1,More Life,2017.0,2x Multi-Platinum,Young Money / Cash Money / Republic Records,post_ai
pray you catch me,beyonce,65.0,0.0746,0.215,174.824,0.632,0.25,195987.0,0.0717,0.401,-13.676,0.037,0,Lemonade,2016.0,,,post_ai
pride.,kendrick lamar,70.0,0.37,0.535,138.842,0.0786,0.665,275253.0,1.68e-05,0.154,-7.056,0.0572,0,DAMN.,2017.0,Gold,Tde / Aftermath / Interscope,post_ai
privacy,chris brown,53.5,0.428,0.58,97.092,0.153,0.741,220964.0,0.0,0.109,-7.740999999999999,0.378,1,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2017.0,1x Platinum,Rca,post_ai
problems,lil wayne,57.0,0.0993,0.571,139.996,0.0169,0.807,208504.0,0.0,0.252,-6.937,0.312,1,Tha Carter V,2018.0,,,post_ai
questions,chris brown,52.0,0.565,0.598,105.80299999999998,0.00543,0.614,129478.0,0.0,0.1,-6.335,0.0561,0,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2017.0,Gold,Rca,post_ai
rake it up,yo gotti,71.0,0.53,0.444,149.953,0.022,0.91,276333.0,0.0,0.137,-8.126,0.344,0,I Still Am,2017.0,3x Multi-Platinum,Epic,post_ai
ratchet happy birthday,drake,64.0,0.626,0.571,167.961,0.106,0.657,207307.0,0.00121,0.0735,-12.519,0.14,1,Scorpion,2018.0,,,post_ai
redbone,childish gambino,61.0,0.577,0.346,160.09,0.183,0.739,326933.0,0.0029800000000000004,0.152,-10.974,0.11,1,"""Awaken, My Love!""",2016.0,5x Multi-Platinum,Glassnote Entertainment Group Llc,post_ai
redemption,drake,48.0,0.332,0.315,119.2,0.607,0.654,333947.0,1.8100000000000002e-06,0.117,-8.736,0.104,1,Views,2016.0,1x Platinum,Cash Money / Young Money / Republic Records,post_ai
respect the game,meek mill,60.0,0.159,0.67,89.842,0.0871,0.603,192099.0,0.0,0.326,-4.809,0.25,1,Championships,2018.0,,,post_ai
river,eminem,51.0,0.659,0.749,90.08999999999999,0.142,0.7479999999999999,221013.0,0.0,0.0713,-5.916,0.516,0,Revival,2017.0,,,post_ai
rollin,calvin harris,65.0,0.657,0.76,91.953,0.446,0.753,272653.0,3.13e-05,0.182,-4.518,0.0859,0,Funk Wav Bounces Vol.1,2017.0,Gold,Columbia,post_ai
rumor,lee brice,79.0,0.599,0.56,140.975,0.749,0.655,198440.0,0.0,0.115,-6.857,0.0486,1,Lee Brice,2017.0,1x Platinum,Curb Records,post_ai
sacrifices,big sean,61.0,0.394,0.565,141.999,0.284,0.77,287320.0,0.0,0.257,-7.641,0.272,0,I Decided.,2017.0,,,post_ai
sacrifices,drake,64.0,0.555,0.432,139.028,0.0463,0.903,307593.0,0.0,0.111,-11.885,0.426,1,More Life,2017.0,,,post_ai
sandcastles,beyonce,67.0,0.101,0.357,84.119,0.866,0.33,182720.0,1.76e-05,0.19,-10.171,0.0348,1,Lemonade,2016.0,,,post_ai
say something,justin timberlake,75.0,0.372,0.632,97.04,0.103,0.707,278893.0,1.09e-05,0.0841,-7.031,0.0789,1,Man of the Woods,2018.0,,,post_ai
self care,mac miller,79.0,0.17699999999999996,0.538,141.894,0.367,0.52,345133.0,0.00187,0.119,-8.109,0.206,1,Swimming,2018.0,1x Platinum,Warner Records,post_ai
setting the world on fire,kenny chesney,64.0,0.437,0.8219999999999998,93.993,0.0171,0.61,217467.0,1.88e-06,0.093,-4.422,0.0355,1,Cosmic Hallelujah,2016.0,,,post_ai
sex with me,rihanna,68.0,0.394,0.541,112.013,0.292,0.614,206400.0,0.0,0.106,-5.659,0.0407,0,ANTI (Deluxe),2016.0,1x Platinum,"Westbury Road Entertainment, Llc  /  Roc Nation, Llc",post_ai
shape of you,ed sheeran,87.0,0.931,0.652,95.977,0.581,0.825,233713.0,0.0,0.0931,-3.1829999999999994,0.0802,0,÷ (Deluxe),2017.0,10x Diamond,Atlantic Records,post_ai
she's got a way with words,blake shelton,58.0,0.68,0.697,148.93,0.326,0.616,190987.0,2.18e-05,0.0827,-5.952000000000001,0.0295,1,If I'm Honest,2016.0,Gold,Warner Bros,post_ai
since way back,drake,60.0,0.258,0.275,76.683,0.352,0.429,368036.0,6.58e-06,0.185,-11.156,0.161,1,More Life,2017.0,,,post_ai
sit next to me,foster the people,75.0,0.657,0.738,97.021,0.11700000000000002,0.638,243147.0,0.000384,0.689,-4.976,0.029199999999999997,0,Sacred Hearts Club,2017.0,1x Platinum,Columbia,post_ai
skepta interlude,drake,60.0,0.403,0.813,129.962,0.0117,0.801,143214.0,3.79e-06,0.157,-6.404,0.23,1,More Life,2017.0,,,post_ai
slide,calvin harris,71.0,0.511,0.795,104.066,0.49800000000000005,0.736,230813.0,1.21e-06,0.254,-3.2990000000000004,0.05450000000000001,0,Funk Wav Bounces Vol.1,2017.0,3x Multi-Platinum,Columbia,post_ai
somebody else will,justin moore,39.0,0.581,0.7569999999999999,180.151,0.0427,0.485,165173.0,0.0,0.0943,-4.24,0.146,0,Kinda Don't Care (Deluxe Version),2016.0,Gold,the Valory Music Co,post_ai
something in the way you move,ellie goulding,55.0,0.316,0.8139999999999998,109.00399999999999,0.0398,0.658,227423.0,0.0,0.11400000000000002,-6.157,0.0493,0,Delirium (Deluxe),2016.0,Gold,Interscope,post_ai
somewhere on a beach,dierks bentley,68.0,0.44699999999999995,0.635,144.031,0.000598,0.573,197120.0,0.0,0.0845,-6.621,0.027500000000000004,1,Black,2016.0,1x Platinum,Capitol Nashville,post_ai
sorry,beyonce,74.0,0.356,0.598,129.988,0.0017500000000000003,0.775,232560.0,4.44e-06,0.253,-7.273999999999999,0.053500000000000006,1,Lemonade,2016.0,1x Platinum,Columbia,post_ai
sorry not sorry,demi lovato,82.0,0.887,0.64,144.077,0.0237,0.705,203760.0,0.0,0.262,-6.928,0.225,0,Tell Me You Love Me (Deluxe),2017.0,4x Multi-Platinum,Island Records,post_ai
stepping stone,eminem,69.0,0.312,0.684,179.503,0.0305,0.616,309638.0,0.0,0.376,-6.032,0.311,1,Kamikaze,2018.0,,,post_ai
still here,drake,61.0,0.23400000000000004,0.43600000000000005,133.942,0.0235,0.835,189853.0,0.0,0.635,-9.602,0.176,1,Views,2016.0,1x Platinum,Cash Money / Young Money / Republic Records,post_ai
stir fry,migos,76.0,0.498,0.816,181.967,0.00299,0.815,190288.0,0.0,0.159,-5.474,0.269,1,Culture II,2017.0,2x Multi-Platinum,Quality Control Music / Motown Records / Capitol Records,post_ai
sucker,jonas brothers,81.0,0.9519999999999998,0.734,137.958,0.0427,0.842,181027.0,0.0,0.106,-5.065,0.0588,0,Happiness Begins,2019.0,1x Platinum,Republic Records,post_ai
summer games,drake,67.0,0.134,0.482,136.016,0.477,0.775,247893.0,0.0456,0.11,-11.269,0.0357,1,Scorpion,2018.0,,,post_ai
"sunrise, sunburn, sunset",luke bryan,70.0,0.718,0.884,159.96,0.185,0.472,216093.0,0.0,0.178,-2.306,0.0584,1,What Makes You Country,2017.0,Gold,Capitol Records Nashville,post_ai
supastars,migos,60.0,0.328,0.676,75.944,0.25,0.781,293138.0,0.0,0.0783,-4.387,0.0596,1,Culture II,2018.0,,,post_ai
supermarket flowers,ed sheeran,80.0,0.257,0.242,89.749,0.914,0.589,221107.0,0.0,0.0887,-10.517,0.0442,1,÷ (Deluxe),2017.0,Gold,Atlantic Records,post_ai
supplies,justin timberlake,57.0,0.225,0.554,119.993,0.00695,0.793,225600.0,0.0,0.127,-6.624,0.0451,0,Man of the Woods,2018.0,,,post_ai
survival,drake,66.0,0.149,0.596,77.324,0.133,0.607,136187.0,0.0,0.123,-9.09,0.358,0,Scorpion,2018.0,,,post_ai
swish swish,katy perry,39.0,0.575,0.705,119.954,0.0184,0.8390000000000001,242520.0,1.77e-05,0.10200000000000001,-5.194,0.0445,0,Witness (Deluxe),2017.0,1x Platinum,Capitol Records,post_ai
teenage fever,drake,74.0,0.175,0.282,97.043,0.11,0.768,219692.0,0.0208,0.113,-10.348,0.0863,0,More Life,2017.0,1x Platinum,Cash Money / Young Money / Republic Records,post_ai
tell me you love me,demi lovato,73.0,0.26,0.6,81.888,0.0273,0.538,236987.0,0.0,0.147,-5.463,0.0489,1,Tell Me You Love Me (Deluxe),2017.0,1x Platinum,Island Records / Hollywood Records,post_ai
tempo,chris brown,55.5,0.487,0.482,120.959,0.192,0.769,218744.0,0.0,0.0903,-7.205,0.0502,1,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2017.0,,,post_ai
that part,schoolboy q,67.0,0.336,0.535,112.96,0.0855,0.9269999999999999,313573.0,0.0,0.136,-7.590000000000001,0.0911,0,Blank Face LP,2016.0,2x Multi-Platinum,Top Dawg Entertainment / Interscope,post_ai
that's what i like,bruno mars,83.0,0.86,0.56,134.066,0.012999999999999998,0.853,206693.0,0.0,0.0944,-4.961,0.0406,1,24K Magic,2016.0,7x Multi-Platinum,Atlantic Records,post_ai
the fighter,keith urban,52.0,0.7549999999999999,0.856,132.011,0.0224,0.681,184040.0,0.0,0.188,-5.166,0.0517,0,Ripcord,2016.0,1x Platinum,Capitol Records Nashville,post_ai
the games we play,pusha t,65.0,0.592,0.796,78.033,0.0713,0.694,166120.0,0.0163,0.096,-3.696,0.198,1,DAYTONA,2018.0,,,post_ai
the greatest,sia,59.5,0.7075,0.7549999999999999,191.947,0.013800000000000002,0.6535,210573.5,0.0007745,0.05365,-6.147,0.21999999999999997,1,This Is Acting (Deluxe Edition),2016.0,,,post_ai
the ringer,eminem,76.0,0.42,0.551,118.552,0.0311,0.939,337941.0,0.0,0.192,-9.126,0.291,1,Kamikaze,2018.0,,,post_ai
the weekend,brantley gilbert,38.0,0.726,0.8139999999999998,82.02,0.0528,0.531,188373.0,1.53e-06,0.0647,-4.744,0.0384,0,The Devil Don't Sleep (Deluxe),2016.0,1x Platinum,Valory Music Group,post_ai
this is it,scotty mccreery,74.0,0.602,0.511,156.042,0.254,0.557,230973.0,0.0,0.099,-6.787999999999999,0.029100000000000004,1,Seasons Change,2018.0,Gold,Triple Tigers,post_ai
tin man,miranda lambert,64.0,0.292,0.372,79.456,0.861,0.425,259280.0,0.0148,0.0733,-10.92,0.03,1,The Weight of These Wings,2016.0,1x Platinum,Vanner Records / Rca Nashville,post_ai
to the max,dj khaled,53.0,0.72,0.812,159.869,0.0184,0.461,193902.0,0.000375,0.21,-5.776,0.241,0,Grateful,2017.0,Gold,We the Best / Epic,post_ai
today,brad paisley,56.0,0.285,0.632,74.257,0.539,0.347,229338.0,0.00226,0.121,-6.998000000000001,0.0381,1,Love and War,2016.0,,,post_ai
too good,drake,61.0,0.397,0.65,117.98400000000001,0.0606,0.804,263373.0,7.05e-05,0.102,-7.79,0.118,1,Views,2016.0,3x Multi-Platinum,Cash Money / Young Money / Republic Records,post_ai
took his time,lil wayne,59.0,0.641,0.703,149.988,0.144,0.752,262400.0,0.0,0.325,-3.417,0.213,0,Tha Carter V,2018.0,,,post_ai
trap trap trap,rick ross,54.0,0.349,0.838,136.869,0.00612,0.729,275720.0,0.0,0.0721,-4.476,0.313,0,Rather You Than Me,2017.0,,,post_ai
u with me?,drake,46.0,0.129,0.414,79.542,0.363,0.419,297373.0,1.1e-05,0.141,-11.448,0.132,0,Views,2016.0,1x Platinum,Cash Money / Young Money / Republic Records,post_ai
undecided,chris brown,59.5,0.488,0.612,96.943,0.292,0.407,185000.0,0.0,0.19800000000000004,-4.387,0.129,0,Indigo (Extended),2019.0,,,post_ai
unforgettable,french montana,83.0,0.733,0.769,97.985,0.0293,0.726,233902.0,0.0101,0.10400000000000001,-5.043,0.123,1,Jungle Rules,2017.0,6x Multi-Platinum,Epic,post_ai
untouchable,eminem,42.0,0.648,0.887,172.233,0.0803,0.554,370133.0,0.0,0.15,-3.367,0.503,1,Revival,2017.0,,,post_ai
uproar,lil wayne,76.0,0.884,0.8699999999999999,99.075,0.0595,0.743,194184.0,0.0,0.299,-2.188,0.21200000000000002,1,Tha Carter V,2018.0,1x Platinum,Young Money Records,post_ai
used 2,lil wayne,59.0,0.523,0.666,87.634,0.337,0.678,240199.0,0.0,0.115,-6.949,0.487,1,Tha Carter V,2018.0,,,post_ai
versace on the floor,bruno mars,77.0,0.301,0.574,174.152,0.196,0.578,261240.0,0.0,0.083,-6.208999999999999,0.0454,1,24K Magic,2016.0,1x Platinum,Atlantic Records,post_ai
vice,miranda lambert,61.0,0.24699999999999997,0.562,133.647,0.101,0.568,240280.0,6.16e-05,0.363,-7.7749999999999995,0.0418,1,The Weight of These Wings,2016.0,1x Platinum,Vanner Records / Rca Nashville,post_ai
views,drake,44.0,0.0856,0.855,77.237,0.0614,0.457,311960.0,0.0,0.238,-5.873,0.342,1,Views,2016.0,,,post_ai
