Name,Artist,Popularity,Valence,Energy,Tempo,year,RiaaStatus,Label,period
hey girl,billy currington,59.0,0.636,0.684,163.957,2013.0,1x Platinum,Mercury,pre_ai
hey ma,cam'ron,52.0,0.934,0.669,89.832,2002.0,Gold,Def Jam,pre_ai
hey mama,the black eyed peas,26.0,0.941,0.876,100.175,2004.0,Gold,A&m,pre_ai
hey porsche,nelly,58.0,0.952,0.795,115.995,2013.0,,,pre_ai
hey stephen,taylor swift,26.0,0.815,0.555,116.001,2008.0,Gold,"Big Machine Records, Inc.",pre_ai
hey there delilah,plain white t's,81.0,0.298,0.291,103.973,2006.0,Gold,Fearless Records,pre_ai
hey ya!,outkast,0.0,0.966,0.97,79.49,2003.0,,,pre_ai
high,big sean,49.0,0.418,0.65,131.401,2011.0,,,pre_ai
high,james blunt,37.5,0.446,0.602,81.32,2004.0,,,pre_ai
high by the beach,lana del rey,69.0,0.0968,0.486,131.988,2015.0,,,pre_ai
high school,nicki minaj,57.0,0.212,0.683,84.817,2013.0,Gold,Cash Money / Republic Records,pre_ai
highway 20 ride,zac brown band,59.0,0.428,0.402,76.105,2008.0,1x Platinum,Atlantic Records,pre_ai
hold it against me,britney spears,59.0,0.389,0.722,132.973,2011.0,,,pre_ai
hold on,good charlotte,49.0,0.156,0.937,137.861,2003.0,,,pre_ai
hold on,jonas brothers,53.5,0.817,0.892,149.165,2007.0,,,pre_ai
"hold on, we're going home",drake,72.0,0.287,0.404,99.999,2013.0,6x Multi-Platinum,Cash Money / Young Money / Republic Records,pre_ai
hold tight,justin bieber,58.0,0.491,0.609,117.944,2013.0,Gold,Def Jam,pre_ai
hold up my heart,brooke white,7.0,0.409,0.641,177.211,2009.0,,,pre_ai
hold you down,the alchemist,17.0,0.505,0.67,90.856,2004.0,,,pre_ai
hole in the head,sugababes,31.5,0.956,0.928,125.0,2003.0,,,pre_ai
holidae in,chingy,63.0,0.948,0.791,153.067,2003.0,Gold,Capitol,pre_ai
hollaback girl,gwen stefani,45.0,0.889,0.91,110.051,2005.0,1x Platinum,Interscope,pre_ai
home,blake shelton,29.0,0.281,0.443,63.122,2008.0,Gold,Warner Bros. Nashville,pre_ai
home,daughtry,57.0,0.338,0.853,143.986,2006.0,Gold,Rca,pre_ai
home,dierks bentley,51.0,0.462,0.69,118.038,2012.0,Gold,Capitol Records Nashville,pre_ai
home,michael buble,40.0,0.34,0.403,127.593,2011.0,1x Platinum,Reprise,pre_ai
home,three days grace,41.5,0.606,0.847,166.17,2004.0,Gold,Rca Records,pre_ai
home alone tonight,luke bryan,61.0,0.491,0.968,161.989,2015.0,1x Platinum,Capitol Records Nashville,pre_ai
homegrown,zac brown band,70.0,0.942,0.796,105.017,2015.0,1x Platinum,John Varvatos / Republic Records,pre_ai
homegrown honey,darius rucker,56.0,0.864,0.913,87.967,2014.0,,,pre_ai
honey,erykah badu,20.0,0.481,0.802,87.735,2007.0,,,pre_ai
honey bee,blake shelton,24.0,0.723,0.849,205.57,2011.0,3x Multi-Platinum,Warner Bros. Nashville,pre_ai
"honey, i'm good.",andy grammer,34.0,0.595,0.775,122.014,2014.0,,,pre_ai
honky tonk badonkadonk,trace adkins,40.0,0.622,0.943,123.759,2005.0,2x Multi-Platinum,Capitol Nashville,pre_ai
honkytonk u,toby keith,36.0,0.553,0.715,113.014,2005.0,,,pre_ai
hood go crazy,tech n9ne,64.0,0.492,0.644,96.0,2015.0,Gold,"Strange Music, Inc",pre_ai
hot in herre,nelly,35.0,0.921,0.76,106.97,2002.0,2x Multi-Platinum,Republic Records,pre_ai
hot mama,trace adkins,42.0,0.77,0.84,105.943,2003.0,,,pre_ai
hot mess,cobra starship,22.0,0.73,0.87,119.987,2009.0,Gold,Fueled by Ramen,pre_ai
hot n cold,katy perry,17.0,0.861,0.841,132.032,2008.0,7x Multi-Platinum,Capitol Records,pre_ai
hot revolver,lil wayne,39.0,0.274,0.513,128.994,2013.0,Gold,Cash Money,pre_ai
hotel room service,pitbull,16.5,0.763,0.599,126.0,2009.0,1x Platinum,Pologrounds/j,pre_ai
hotline bling,drake,54.0,0.515,0.62,134.969,2015.0,7x Multi-Platinum,Young Money / Cash Money / Republic Records,pre_ai
how 'bout them cowgirls,george strait,28.5,0.423,0.685,117.018,2007.0,,,pre_ai
how am i doin',dierks bentley,43.0,0.675,0.871,181.909,2003.0,,,pre_ai
how country feels,randy houser,69.0,0.772,0.839,104.952,2013.0,1x Platinum,Stoney Creek Records,pre_ai
how do i breathe,mario,68.0,0.487,0.455,97.956,2008.0,,,pre_ai
how far,martina mcbride,0.0,0.359,0.627,140.104,2003.0,,,pre_ai
how i'll always be,tim mcgraw,33.0,0.625,0.808,185.988,2015.0,,,pre_ai
how low,ludacris,62.0,0.418,0.498,143.96,2009.0,1x Platinum,Def Jam,pre_ai
how many drinks?,miguel,29.0,0.241,0.608,81.734,2013.0,1x Platinum,Bystorm/Rca,pre_ai
how to hate,lil wayne,26.666666666666668,0.246,0.754,145.493,2011.0,,,pre_ai
how to love,lil wayne,41.666666666666664,0.272,0.661,154.001,2011.0,4x Multi-Platinum,Cash Money / Republic Records,pre_ai
how to save a life,the fray,81.0,0.361,0.743,122.035,2005.0,3x Multi-Platinum,Epic,pre_ai
how we do,the game,73.0,0.591,0.666,195.13,2004.0,Gold,Aftermath  /  Interscope,pre_ai
how you gonna act like that,tyrese,61.0,0.525,0.521,112.913,2002.0,,,pre_ai
how you remind me,nickelback,57.0,0.574,0.766,172.011,2001.0,Gold,Roadrunner,pre_ai
human,christina perri,67.0,0.253,0.489,143.808,2013.0,2x Multi-Platinum,Atlantic Records,pre_ai
human,the killers,69.0,0.582,0.8,135.47,2008.0,1x Platinum,Mercury,pre_ai
humble and kind,tim mcgraw,36.0,0.173,0.479,101.01,2015.0,2x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
hung up,madonna,69.0,0.405,0.647,125.02,2005.0,1x Platinum,Reprise,pre_ai
hurt,christina aguilera,56.5,0.143,0.295,148.574,2006.0,Gold,Rca Records,pre_ai
hush,ll cool j,51.0,0.815,0.718,98.976,2005.0,,,pre_ai
hustle hard,ace hood,14.0,0.0843,0.749,140.07,2011.0,,,pre_ai
hustler musik,lil wayne,28.0,0.678,0.746,83.939,2006.0,1x Platinum,Universal Motown,pre_ai
hustler's ambition,50 cent,36.4,0.664,0.756,87.97,2005.0,,,pre_ai
hustlin',rick ross,69.0,0.666,0.657,135.995,2006.0,1x Platinum,Def Jam,pre_ai
hypnotize,system of a down,33.0,0.0397,0.92,153.986,2005.0,Gold,Columbia,pre_ai
i almost do,taylor swift,56.0,0.22,0.484,145.977,2012.0,,,pre_ai
i am,mary j. blige,2.5,0.529,0.728,169.485,2006.0,,,pre_ai
i am mine,pearl jam,61.0,0.489,0.728,161.586,2002.0,,,pre_ai
i am not a human being,lil wayne,8.0,0.649,0.815,72.709,2010.0,,,pre_ai
i am the highway,audioslave,68.0,0.2,0.662,174.875,2002.0,,,pre_ai
i bet,ciara,14.0,0.328,0.616,129.018,2015.0,1x Platinum,Epic,pre_ai
i call it love,lionel richie,48.0,0.578,0.753,91.993,2006.0,,,pre_ai
i can do anything,3oh!3,0.0,0.438,0.906,169.94,2010.0,,,pre_ai
i can take it from there,chris young,52.0,0.871,0.816,113.939,2012.0,,,pre_ai
i can't hate you anymore,nick lachey,15.0,0.193,0.679,143.952,2006.0,,,pre_ai
i can't love you back,easton corbin,10.0,0.12,0.445,134.022,2010.0,,,pre_ai
i changed my mind,keyshia cole,15.5,0.59,0.697,93.037,2004.0,,,pre_ai
i choose you,sara bareilles,68.0,0.947,0.572,154.038,2014.0,Gold,Epic,pre_ai
i could not ask for more,sara evans,28.0,0.364,0.515,138.019,2001.0,,,pre_ai
i cry,flo rida,36.0,0.763,0.822,126.035,2012.0,2x Multi-Platinum,Atlantic Records,pre_ai
i cry,ja rule,32.0,0.316,0.561,72.213,2001.0,,,pre_ai
i dare you,shinedown,52.0,0.354,0.921,107.013,2005.0,,,pre_ai
i did it,dave matthews band,34.0,0.512,0.86,108.051,2001.0,,,pre_ai
i do,colbie caillat,21.5,0.95,0.869,144.908,2011.0,Gold,Universal Republic,pre_ai
i do it,2 chainz,18.0,0.599,0.706,145.266,2013.0,,,pre_ai
i do not hook up,kelly clarkson,0.0,0.35,0.938,144.077,2009.0,,,pre_ai
i don't care,fall out boy,34.0,0.437,0.939,133.969,2008.0,1x Platinum,Mercury,pre_ai
i don't dance,lee brice,70.0,0.19,0.559,92.036,2014.0,2x Multi-Platinum,Curb Records,pre_ai
i don't fuck with you,big sean,57.0,0.416,0.727,97.996,2014.0,,,pre_ai
i don't want this night to end,luke bryan,42.0,0.375,0.728,111.934,2011.0,,,pre_ai
i don't want to be,gavin degraw,7.0,0.463,0.887,154.451,2003.0,,,pre_ai
i dreamed a dream,susan boyle,15.5,0.113,0.378,69.018,2010.0,,,pre_ai
i drive your truck,lee brice,62.0,0.118,0.649,141.963,2012.0,1x Platinum,Curb Records,pre_ai
i drove all night,celine dion,60.0,0.644,0.912,134.994,2003.0,,,pre_ai
i found you,the wanted,50.0,0.528,0.788,128.985,2012.0,,,pre_ai
i get money,50 cent,29.0,0.453,0.934,125.188,2007.0,Gold,Interscope,pre_ai
i go back,kenny chesney,46.0,0.611,0.834,180.079,2004.0,1x Platinum,Bna Records Label,pre_ai
i got a car,george strait,58.0,0.478,0.633,138.399,2013.0,Gold,Mca Nashville,pre_ai
i got it from my mama,will.i.am,49.0,0.876,0.777,118.998,2007.0,,,pre_ai
i got you,craig morgan,33.0,0.597,0.702,106.052,2005.0,,,pre_ai
i got you,jack johnson,33.0,0.55,0.405,98.074,2013.0,,,pre_ai
i got you,thompson square,38.0,0.521,0.799,127.04,2011.0,,,pre_ai
i gotta feeling,the black eyed peas,73.5,0.61,0.766,127.96,2010.0,10x Diamond,Interscope / Geffen / A&m,pre_ai
i hate everything,george strait,7.5,0.503,0.602,90.958,2004.0,,,pre_ai
i hold on,dierks bentley,61.0,0.219,0.723,117.958,2014.0,1x Platinum,Capitol Records Nashville,pre_ai
i hope you dance,lee ann womack,49.0,0.244,0.451,151.109,2000.0,1x Platinum,Mca Nashville,pre_ai
i just call you mine,martina mcbride,32.0,0.212,0.637,148.134,2009.0,,,pre_ai
i just had sex,the lonely island,65.0,0.799,0.813,167.991,2011.0,1x Platinum,Universal Records,pre_ai
i just wanna be mad,terri clark,24.5,0.75,0.897,100.016,2002.0,,,pre_ai
i just wanna live,good charlotte,25.75,0.935,0.83,111.033,2004.0,Gold,Epic,pre_ai
i keep looking,sara evans,8.0,0.782,0.767,112.873,2002.0,,,pre_ai
i kissed a girl,katy perry,15.0,0.696,0.76,129.996,2008.0,6x Multi-Platinum,Capitol Records,pre_ai
i knew you were trouble.,taylor swift,53.0,0.647,0.466,154.031,2012.0,,,pre_ai
i like how it feels,enrique iglesias,32.0,0.716,0.883,127.995,2011.0,,,pre_ai
i like it,enrique iglesias,36.5,0.707,0.943,129.006,2010.0,3x Multi-Platinum,Universal Republic,pre_ai
i like the sound of that,rascal flatts,5.0,0.533,0.794,89.978,2014.0,Gold,Big Machine Records,pre_ai
i like them girls,tyrese,35.0,0.807,0.854,90.006,2001.0,,,pre_ai
i lived,onerepublic,38.0,0.344,0.851,119.987,2014.0,,,pre_ai
i look to you,whitney houston,55.0,0.101,0.373,101.84,2009.0,,,pre_ai
i love college,asher roth,64.0,0.657,0.815,86.493,2009.0,2x Multi-Platinum,Motown Records,pre_ai
i love you,faith evans,54.0,0.567,0.757,168.004,2002.0,,,pre_ai
i love you this big,scotty mccreery,25.5,0.326,0.647,83.963,2011.0,1x Platinum,Mercury / Interscope Records,pre_ai
i love you this much,jimmy wayne,11.75,0.269,0.386,76.008,2003.0,,,pre_ai
i luh ya papi,jennifer lopez,50.0,0.589,0.74,96.015,2014.0,,,pre_ai
i may hate myself in the morning,lee ann womack,45.0,0.302,0.449,173.861,2004.0,,,pre_ai
i melt,rascal flatts,48.0,0.164,0.712,140.031,2002.0,,,pre_ai
i miss my friend,darryl worley,32.333333333333336,0.381,0.484,140.056,2002.0,,,pre_ai
i miss you,blink,75.0,0.593,0.714,110.017,2004.0,,,pre_ai
i miss you,dmx,45.0,0.566,0.71,90.568,2001.0,,,pre_ai
i need a girl,trey songz,63.0,0.565,0.785,84.038,2009.0,,,pre_ai
i need you,leann rimes,57.0,0.564,0.736,144.705,2000.0,Gold,Curb,pre_ai
i never told you,colbie caillat,31.2,0.385,0.639,144.073,2010.0,Gold,Universal Records,pre_ai
i put a spell on you,annie lennox,59.0,0.291,0.355,174.034,2014.0,,,pre_ai
i really like you,carly rae jepsen,50.5,0.599,0.808,122.121,2015.0,1x Platinum,Schoolboy / Interscope,pre_ai
i remember,keyshia cole,11.0,0.289,0.747,129.158,2007.0,,,pre_ai
i run to you,lady antebellum,41.0,0.378,0.786,113.963,2009.0,2x Multi-Platinum,Capitol Records Nashville,pre_ai
i see you,luke bryan,35.5,0.716,0.817,129.986,2014.0,1x Platinum,Capitol Records Nashville,pre_ai
i should have cheated,keyshia cole,17.5,0.365,0.527,92.636,2005.0,,,pre_ai
i think i'm in love with you,jessica simpson,53.0,0.804,0.815,106.001,2000.0,,,pre_ai
i took a pill in ibiza,mike posner,53.0,0.378,0.319,74.109,2015.0,5x Multi-Platinum,Island Records,pre_ai
i tried,bone thugs,4.0,0.378,0.71,81.995,2007.0,,,pre_ai
i turn to you,christina aguilera,33.0,0.285,0.523,127.178,2000.0,,,pre_ai
i wanna,the all,27.0,0.433,0.893,164.29,2009.0,,,pre_ai
i wanna be with you,mandy moore,56.0,0.637,0.908,150.031,2000.0,,,pre_ai
i wanna do it all,terri clark,24.5,0.781,0.892,132.837,2003.0,,,pre_ai
i wanna go,britney spears,64.0,0.787,0.546,130.002,2011.0,,,pre_ai
i wanna know you,hannah montana,6.5,0.828,0.714,84.02,2009.0,,,pre_ai
i wanna love you,akon,1.0,0.368,0.454,99.985,2006.0,3x Multi-Platinum,Universal,pre_ai
i wanna make you close your eyes,dierks bentley,29.0,0.359,0.61,95.979,2009.0,,,pre_ai
i wanna rock,snoop dogg,5.0,0.575,0.457,96.47,2010.0,,,pre_ai
i wanna talk about me,toby keith,52.0,0.684,0.87,106.06,2001.0,Gold,Dreamworks Nashville,pre_ai
i want to know what love is,mariah carey,45.0,0.277,0.453,80.003,2009.0,,,pre_ai
i want to live,josh gracin,28.0,0.484,0.656,159.89,2004.0,,,pre_ai
i want you,janet jackson,20.0,0.681,0.836,105.741,2004.0,,,pre_ai
i want you,thalia,52.0,0.708,0.773,91.915,2003.0,,,pre_ai
i will be,leona lewis,0.0,0.202,0.604,75.456,2009.0,,,pre_ai
i will not bow,breaking benjamin,51.5,0.591,0.952,107.942,2009.0,2x Multi-Platinum,Hollywood Records,pre_ai
i will possess your heart,death cab for cutie,50.0,0.578,0.619,133.074,2008.0,,,pre_ai
i wish,carl thomas,53.0,0.224,0.666,89.824,2000.0,,,pre_ai
i wish,r. kelly,45.0,0.659,0.463,78.83,2000.0,,,pre_ai
i wish i wasn't,heather headley,33.0,0.35,0.435,112.028,2002.0,,,pre_ai
i wish you would,dj khaled,16.0,0.619,0.873,141.973,2012.0,,,pre_ai
i won't give up,jason mraz,73.0,0.142,0.303,136.703,2012.0,6x Multi-Platinum,Atlantic Records,pre_ai
i won't let go,rascal flatts,35.0,0.2,0.409,131.885,2011.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
i won't let you down,ok go,27.0,0.718,0.911,113.981,2014.0,,,pre_ai
i won't tell,fat joe,28.5,0.32,0.787,183.737,2007.0,,,pre_ai
i wonder,kellie pickler,10.0,0.229,0.37,122.967,2007.0,,,pre_ai
i wouldn't be a man,josh turner,31.0,0.208,0.488,130.915,2010.0,,,pre_ai
i write sins not tragedies,panic! at the disco,74.0,0.672,0.815,169.961,2006.0,5x Multi-Platinum,Fueled by Ramen,pre_ai
i'd come for you,nickelback,61.0,0.385,0.748,147.998,2008.0,,,pre_ai
i'd rather,luther vandross,27.0,0.441,0.519,112.467,2001.0,,,pre_ai
i'll be around,daryl hall john oates,39.0,0.896,0.756,114.958,2004.0,,,pre_ai
i'll be lovin' u long time,mariah carey,21.5,0.482,0.727,178.849,2008.0,,,pre_ai
i'll show you,justin bieber,67.0,0.0604,0.611,191.447,2015.0,1x Platinum,Def Jam,pre_ai
i'll wait for you,joe nichols,37.0,0.359,0.419,144.008,2006.0,,,pre_ai
i'll walk,bucky covington,37.0,0.302,0.389,77.098,2008.0,,,pre_ai
i'm a slave 4 u,britney spears,67.0,0.963,0.843,110.027,2001.0,,,pre_ai
i'm a survivor,reba,21.5,0.586,0.618,88.914,2001.0,,,pre_ai
i'm a thug,trick daddy,58.0,0.587,0.562,139.981,2001.0,,,pre_ai
i'm already there,lonestar,62.0,0.221,0.395,133.296,2001.0,Gold,Bna Records Label,pre_ai
i'm different,2 chainz,47.0,0.702,0.695,97.525,2012.0,2x Multi-Platinum,Island/Def Jam,pre_ai
i'm feeling you,santana,45.0,0.794,0.9,120.026,2005.0,,,pre_ai
i'm glad,jennifer lopez,48.0,0.345,0.575,93.992,2003.0,,,pre_ai
i'm gonna be alright,jennifer lopez,25.0,0.788,0.806,91.813,2002.0,,,pre_ai
i'm gonna love you through it,martina mcbride,1.0,0.264,0.666,142.787,2011.0,,,pre_ai
i'm into you,jennifer lopez,44.0,0.68,0.756,83.353,2011.0,Gold,Island,pre_ai
i'm like a bird,nelly furtado,0.0,0.616,0.605,89.656,2000.0,,,pre_ai
i'm me,lil wayne,37.0,0.202,0.815,150.951,2007.0,Gold,Universal Records,pre_ai
i'm on a boat,the lonely island,61.0,0.643,0.872,149.959,2009.0,2x Multi-Platinum,Republic Records,pre_ai
i'm on one,dj khaled,68.0,0.489,0.809,149.999,2011.0,Gold,Universal Motown,pre_ai
i'm outta love,anastacia,13.0,0.685,0.717,119.437,2000.0,,,pre_ai
i'm real,jennifer lopez,36.0,0.735,0.845,110.791,2001.0,,,pre_ai
i'm single,lil wayne,7.0,0.688,0.382,85.537,2010.0,,,pre_ai
i'm so hood,dj khaled,50.0,0.514,0.885,130.954,2007.0,1x Platinum,Koch,pre_ai
i'm so paid,akon,55.0,0.529,0.87,92.07,2008.0,1x Platinum,Universal Records,pre_ai
i'm still in love with you,sean paul,69.0,0.756,0.666,87.002,2004.0,,,pre_ai
i'm throwed,paul wall,12.5,0.691,0.626,81.986,2008.0,,,pre_ai
i'm tryin',trace adkins,19.0,0.34,0.47,79.915,2001.0,,,pre_ai
i'm with you,avril lavigne,71.0,0.208,0.406,151.95,2002.0,Gold,Rca,pre_ai
i'm yours,jason mraz,42.0,0.718,0.457,150.953,2008.0,10x Diamond,Atlantic Records,pre_ai
ice box,omarion,42.0,0.809,0.728,131.109,2006.0,Gold,Columbia,pre_ai
ice cream paint job,dorrough,26.0,0.622,0.6,180.073,2009.0,1x Platinum,E1 Music  /  Ngenius,pre_ai
icky thump,the white stripes,61.0,0.356,0.632,97.694,2007.0,1x Platinum,Warner Bros.,pre_ai
if heaven wasn't so far away,justin moore,37.0,0.415,0.638,75.33,2011.0,1x Platinum,the Valory Music Co,pre_ai
if i ain't got you,alicia keys,80.0,0.166,0.445,118.393,2004.0,Gold,j Records,pre_ai
if i can't,50 cent,45.0,0.838,0.631,93.975,2003.0,,,pre_ai
if i didn't have you,thompson square,51.0,0.53,0.805,147.91,2012.0,Gold,Stoney Creek Records,pre_ai
if i die young,the band perry,14.0,0.362,0.497,130.739,2010.0,7x Multi-Platinum,Republic Nashville,pre_ai
if i had eyes,jack johnson,61.0,0.706,0.569,92.915,2007.0,,,pre_ai
if i had you,adam lambert,17.0,0.771,0.909,131.134,2010.0,,,pre_ai
if i lose myself,onerepublic,32.5,0.302,0.71,140.08,2013.0,,,pre_ai
if i never see your face again,maroon 5,31.75,0.922,0.795,106.005,2008.0,1x Platinum,222 Records / Interscope,pre_ai
if i were a boy,beyonce,45.5,0.427,0.518,90.007,2008.0,2x Multi-Platinum,Music World / Columbia,pre_ai
if it kills me,jason mraz,29.0,0.521,0.429,143.795,2008.0,,,pre_ai
if it's lovin' that you want,rihanna,55.0,0.74,0.694,95.924,2005.0,Gold,Def Jam,pre_ai
if nobody believed in you,joe nichols,34.0,0.28,0.317,127.956,2004.0,,,pre_ai
if this isn't love,jennifer hudson,46.0,0.403,0.777,129.86,2009.0,,,pre_ai
if this was a movie,taylor swift,51.0,0.289,0.719,147.852,2010.0,,,pre_ai
if today was your last day,nickelback,69.0,0.568,0.911,89.956,2008.0,,,pre_ai
if u seek amy,britney spears,65.0,0.544,0.587,129.954,2009.0,,,pre_ai
if we were a movie,hannah montana,16.0,0.695,0.846,94.036,2006.0,,,pre_ai
if you don't wanna love me,tamar braxton,31.0,0.301,0.482,120.105,2000.0,,,pre_ai
if you only knew,shinedown,24.5,0.321,0.956,97.011,2008.0,1x Platinum,Atlantic Records,pre_ai
if you're gone,matchbox twenty,66.0,0.361,0.659,109.933,2000.0,,,pre_ai
if you're reading this,tim mcgraw,55.0,0.341,0.304,145.49,2007.0,Gold,Curb Records,pre_ai
ignition,r. kelly,47.0,0.73,0.325,66.493,2002.0,,,pre_ai
ignorance,paramore,20.0,0.51,0.964,170.944,2009.0,Gold,Fueled by Ramen / Atlantic,pre_ai
imagine that,ll cool j,32.0,0.87,0.844,97.995,2000.0,,,pre_ai
imitation of life,r.e.m.,52.0,0.439,0.755,124.256,2001.0,,,pre_ai
imma be,the black eyed peas,62.5,0.412,0.517,92.035,2009.0,2x Multi-Platinum,Interscope,pre_ai
immortals,fall out boy,74.0,0.543,0.874,108.038,2014.0,1x Platinum,Walt Disney Records,pre_ai
impacto,daddy yankee,58.0,0.9,0.864,100.516,2007.0,,,pre_ai
in da club,50 cent,31.0,0.805,0.653,90.004,2003.0,Gold,Interscope,pre_ai
in da wind,trick daddy,38.5,0.683,0.556,113.998,2002.0,,,pre_ai
in love with a girl,gavin degraw,6.0,0.687,0.906,161.905,2008.0,,,pre_ai
in my daughter's eyes,martina mcbride,0.0,0.376,0.302,122.622,2003.0,Gold,Rca Nashville,pre_ai
in my head,jason derulo,62.5,0.851,0.748,110.009,2009.0,4x Multi-Platinum,Warner Bros.,pre_ai
in the end,linkin park,40.0,0.37,0.853,105.256,2001.0,4x Multi-Platinum,Warner Bros.,pre_ai
in the kitchen,r. kelly,0.0,0.369,0.462,127.627,2005.0,,,pre_ai
in those jeans,ginuwine,44.0,0.319,0.541,127.683,2003.0,Gold,Columbia,pre_ai
incomplete,backstreet boys,65.0,0.165,0.589,133.631,2005.0,Gold,Jive,pre_ai
inconsolable,backstreet boys,57.0,0.231,0.754,160.031,2007.0,,,pre_ai
indestructible,disturbed,71.0,0.525,0.966,179.956,2008.0,,,pre_ai
innocent,taylor swift,48.0,0.17,0.608,134.05,2010.0,,,pre_ai
insane,eminem,33.0,0.677,0.878,97.99,2009.0,,,pre_ai
insatiable,darren hayes,49.0,0.852,0.847,143.872,2002.0,,,pre_ai
inside the fire,disturbed,66.0,0.66,0.962,94.003,2008.0,Gold,Reprise,pre_ai
inside your heaven,carrie underwood,27.5,0.143,0.565,134.564,2005.0,Gold,Rca,pre_ai
institutionalized,kendrick lamar,20.0,0.568,0.731,81.114,2015.0,,,pre_ai
international harvester,craig morgan,51.0,0.348,0.837,95.493,2006.0,Gold,Broken Bow Records,pre_ai
international love,pitbull,36.0,0.651,0.859,119.972,2011.0,,,pre_ai
into the ocean,blue october,30.75,0.359,0.61,108.022,2006.0,1x Platinum,Universal Republic,pre_ai
intro,meek mill,15.2,0.24,0.76,96.044,2012.0,,,pre_ai
intuition,jewel,45.0,0.816,0.798,100.031,2003.0,,,pre_ai
invisible,ashlee simpson,16.0,0.783,0.834,168.342,2006.0,,,pre_ai
invisible,hunter hayes,48.5,0.202,0.591,155.995,2014.0,Gold,Atlantic,pre_ai
iridescent,linkin park,10.0,0.216,0.727,120.066,2011.0,Gold,Warner Bros. Records,pre_ai
irreplaceable,beyonce,74.0,0.509,0.694,175.868,2006.0,2x Multi-Platinum,Columbia,pre_ai
irresistible,fall out boy,66.0,0.432,0.923,165.044,2015.0,1x Platinum,Island Records,pre_ai
irresistible,jessica simpson,0.0,0.687,0.966,93.008,2001.0,,,pre_ai
is it any wonder?,keane,50.0,0.772,0.945,129.386,2006.0,,,pre_ai
it don't hurt like it used to,billy currington,68.0,0.448,0.824,161.981,2015.0,Gold,Mercury Records Nashville,pre_ai
it ends tonight,the all,38.0,0.296,0.685,87.91,2006.0,,,pre_ai
it girl,jason derulo,72.0,0.345,0.718,91.993,2011.0,1x Platinum,Warner Bros. Records,pre_ai
it happens,sugarland,36.0,0.767,0.721,90.03,2008.0,Gold,Mercury,pre_ai
it just comes natural,george strait,32.0,0.432,0.786,200.433,2006.0,,,pre_ai
it kills me,melanie fiona,12.0,0.479,0.764,107.452,2009.0,,,pre_ai
it must be love,alan jackson,38.25,0.967,0.669,112.132,2000.0,,,pre_ai
it was always you,maroon 5,23.0,0.299,0.765,103.951,2014.0,Gold,222 Records / Interscope,pre_ai
it wasn't me,shaggy,11.0,0.66,0.602,94.749,2002.0,,,pre_ai
it's a beautiful day,michael buble,29.5,0.78,0.795,143.837,2013.0,,,pre_ai
it's a business doing pleasure with you,tim mcgraw,27.0,0.696,0.886,112.986,2009.0,,,pre_ai
"it's alright, it's ok",ashley tisdale,17.0,0.267,0.923,130.067,2009.0,,,pre_ai
it's been awhile,staind,47.0,0.0824,0.774,116.529,2001.0,Gold,Elektra,pre_ai
it's beginning to look a lot like christmas,michael buble,0.0,0.355,0.223,92.896,2012.0,,,pre_ai
