Unnamed: 0,Acousticness,Album,Artist,Danceability,Duration,Energy,Instrumentalness,Liveness,Loudness,Mode,Name,Popularity,Speechiness,Tempo,Valence,year,period
3,0.0788,Fearless,jazmine sullivan,0.576,251200,0.515,0.0,0.118,-6.178,1,"lions, tigers & bears",16,0.0295,95.406,0.407,2008.0,pre_ai
71,0.222,Strip Me,natasha bedingfield,0.568,209400,0.78,0.0,0.426,-5.365,1,strip me,38,0.0854,159.947,0.529,2010.0,pre_ai
82,0.203,Strip Me Away,natasha bedingfield,0.726,203440,0.881,0.0,0.108,-3.892,0,pocketful of sunshine,64,0.0391,110.019,0.682,2008.0,pre_ai
107,0.0308,Unwritten,natasha bedingfield,0.623,235107,0.658,3.14e-06,0.373,-5.558,1,single,0,0.105,168.007,0.527,2004.0,pre_ai
108,0.00424,Unwritten,natasha bedingfield,0.753,255027,0.795,0.0,0.0608,-5.714,0,unwritten,11,0.0613,99.953,0.752,2004.0,pre_ai
0,0.0805,Beautiful Soul,jesse mccartney,0.554,213960,0.88,0.0313,0.295,-4.25,0,she's no you,49,0.0428,89.868,0.313,2005.0,pre_ai
1,0.0759,Beautiful Soul,jesse mccartney,0.66,214227,0.666,0.0,0.0268,-4.342,1,beautiful soul,74,0.0472,89.975,0.933,2004.0,pre_ai
12,0.0278,Departure,jesse mccartney,0.682,218267,0.71,4.66e-06,0.0664,-5.836,1,leavin',8,0.0532,79.247,0.901,2008.0,pre_ai
13,0.287,Departure,jesse mccartney,0.59,246907,0.677,0.0,0.155,-4.681,0,it's over,9,0.051,135.926,0.205,2008.0,pre_ai
41,0.032,Departure - Recharged,jesse mccartney,0.647,219213,0.747,0.0,0.15,-4.475,1,body language,23,0.0354,161.468,0.587,2009.0,pre_ai
0,0.139,"I'm Alive, I'm Dreaming (Deluxe)",the ready set,0.697,200453,0.775,0.0,0.0737,-4.106,1,love like woe,57,0.0636,90.015,0.822,2010.0,pre_ai
87,0.277,At Her Very Best,reba,0.661,187120,0.618,0.0,0.102,-5.492,1,i'm a survivor,3,0.0312,88.914,0.586,2001.0,pre_ai
206,0.237,Keep On Loving You,reba,0.457,180147,0.754,0.0,0.159,-4.022,1,strange,37,0.0494,173.978,0.391,2009.0,pre_ai
14,8.48e-05,Lights And Sounds,yellowcard,0.344,208187,0.972,0.0,0.293,-3.675,0,lights and sounds,0,0.116,167.819,0.387,2005.0,pre_ai
40,3.43e-05,Ocean Avenue,yellowcard,0.486,198267,0.904,2.83e-05,0.0947,-3.751,0,ocean avenue,74,0.0638,173.734,0.786,2004.0,pre_ai
104,0.000303,"When You're Through Thinking, Say Yes",yellowcard,0.389,213893,0.986,0.000112,0.18,-3.53,1,"for you, and your denial",43,0.0906,175.098,0.477,2011.0,pre_ai
0,0.0652,All the Lost Souls (Deluxe Edition),james blunt,0.72,280027,0.668,0.00664,0.0789,-7.928,1,1973,40,0.0269,123.007,0.768,2007.0,pre_ai
33,0.0159,Some Kind of Trouble (Deluxe Edition),james blunt,0.528,216333,0.886,0.0,0.0758,-6.249,0,stay the night,61,0.0329,96.001,0.8,2010.0,pre_ai
61,0.259,Back to Bedlam,james blunt,0.541,243280,0.602,1.37e-06,0.125,-6.033,1,high,51,0.0257,81.32,0.446,2004.0,pre_ai
62,0.633,Back to Bedlam,james blunt,0.675,209493,0.479,1.76e-05,0.088,-9.87,0,you're beautiful,69,0.0278,81.998,0.454,2005.0,pre_ai
64,0.953,Back to Bedlam,james blunt,0.432,258653,0.261,0.00342,0.0903,-12.591,1,goodbye my lover,59,0.0512,89.567,0.273,2005.0,pre_ai
29,0.000123,Endgame,rise against,0.336,237480,0.951,0.00108,0.0333,-3.587,0,help is on the way,60,0.0707,108.043,0.596,2011.0,pre_ai
0,0.00499,The Better Life (Deluxe Edition),3 doors down,0.547,233827,0.879,4.51e-05,0.162,-5.123,0,kryptonite,27,0.0282,99.019,0.537,2000.0,pre_ai
1,0.0113,The Better Life (Deluxe Edition),3 doors down,0.496,264907,0.894,1.24e-05,0.194,-5.805,0,loser,27,0.0595,147.917,0.383,2000.0,pre_ai
4,0.00469,The Better Life (Deluxe Edition),3 doors down,0.491,265907,0.711,1.84e-06,0.115,-5.466,1,be like that,26,0.0241,95.911,0.355,2001.0,pre_ai
25,0.035,Time Of My Life (Deluxe Version),3 doors down,0.456,256013,0.771,1.33e-06,0.0985,-4.454,0,when you're young,35,0.0306,77.014,0.215,2011.0,pre_ai
41,0.0118,3 Doors Down,3 doors down,0.631,232907,0.823,0.0102,0.254,-5.517,1,citizen/soldier,31,0.0344,97.028,0.476,2007.0,pre_ai
42,0.00153,3 Doors Down,3 doors down,0.529,241960,0.934,5.16e-06,0.118,-4.808,1,it's not my time,41,0.0602,127.962,0.282,2008.0,pre_ai
60,0.00439,Away From The Sun,3 doors down,0.529,262507,0.776,0.0,0.0881,-5.634,1,when i'm gone,44,0.0293,148.099,0.331,2002.0,pre_ai
65,0.0629,Away From The Sun,3 doors down,0.555,238560,0.545,0.0,0.124,-6.768,0,here without you,51,0.0255,143.988,0.193,2002.0,pre_ai
31,0.872,All That We Needed,plain white t's,0.657,232533,0.291,0.0,0.114,-10.572,1,hey there delilah,81,0.0293,103.973,0.298,2006.0,pre_ai
53,0.00975,Every Second Counts,plain white t's,0.563,170213,0.913,4.12e-06,0.369,-4.432,1,our time now,1,0.0335,102.974,0.937,2006.0,pre_ai
83,0.363,Wonders Of The Younger,plain white t's,0.531,200200,0.549,0.0,0.118,-7.895,1,rhythm of love,20,0.0378,171.781,0.681,2010.0,pre_ai
67,0.164,Category F5,twista,0.831,251267,0.686,0.0,0.467,-9.796,1,wetter,51,0.102,119.97,0.583,2009.0,pre_ai
93,0.182,Kamikaze,twista,0.828,233360,0.792,0.0,0.281,-5.435,0,overnight celebrity,60,0.179,134.199,0.777,2004.0,pre_ai
221,0.00752,The Perfect Storm,twista,0.846,202000,0.774,0.0,0.207,-5.131,1,make a movie,53,0.0509,120.012,0.375,2010.0,pre_ai
8,0.0171,Tri-Polar (Deluxe),sick puppies,0.437,206120,0.913,0.0,0.284,-4.315,1,maybe,14,0.0972,167.861,0.537,2010.0,pre_ai
94,0.0629,I Am Atlanta (Deluxe Edition),gorilla zoe,0.716,280827,0.509,2.99e-06,0.388,-7.322,1,lost,30,0.258,137.746,0.428,2008.0,pre_ai
168,0.0738,Don't Feed Da Animals,gorilla zoe,0.808,237773,0.737,0.0,0.0743,-5.858,0,echo,18,0.0458,108.029,0.562,2009.0,pre_ai
67,0.00463,Thank You Happy Birthday,cage the elephant,0.457,211373,0.613,0.000441,0.0711,-5.756,1,shake me down,63,0.0295,105.11,0.132,2010.0,pre_ai
1,0.0393,Concrete,sunny sweeney,0.547,215333,0.805,1.75e-05,0.332,-4.34,1,from a table away,44,0.0293,110.027,0.557,2010.0,pre_ai
6,0.0374,Backwoods Deluxe,josh kelley,0.428,259104,0.748,0.0,0.169,-7.482,1,amazing,21,0.0708,85.186,0.697,2003.0,pre_ai
49,0.181,Free Wired,far*east movement,0.664,211253,0.845,0.0,0.267,-6.115,0,rocketeer,60,0.0461,96.005,0.357,2010.0,pre_ai
1,0.205,No Boys Allowed (All International Partners Deluxe Version),keri hilson,0.672,243920,0.865,0.0,0.0848,-4.952,0,pretty girl rock,51,0.247,160.001,0.889,2010.0,pre_ai
38,0.00952,In A Perfect World...,keri hilson,0.588,326187,0.877,0.0,0.171,-4.78,1,knock you down,59,0.16,155.165,0.645,2009.0,pre_ai
0,0.0262,Trouble Deluxe Edition,akon,0.833,235067,0.568,0.0,0.11,-4.312,1,locked up,46,0.0847,89.958,0.369,2009.0,pre_ai
4,0.0412,Trouble Deluxe Edition,akon,0.608,235307,0.636,0.0,0.0833,-4.447,0,ghetto,53,0.0514,187.333,0.679,2004.0,pre_ai
32,0.123,Freedom,akon,0.74,312987,0.945,0.0,0.112,-4.442,0,beautiful,65,0.0889,130.015,0.629,2009.0,pre_ai
34,0.128,Freedom,akon,0.857,237173,0.787,0.0,0.352,-4.222,0,troublemaker,51,0.106,122.074,0.842,2008.0,pre_ai
36,0.11,Freedom,akon,0.706,263640,0.87,0.0,0.115,-4.162,1,i'm so paid,55,0.188,92.07,0.529,2008.0,pre_ai
81,0.321,Konvicted,akon,0.939,212360,0.742,0.0,0.107,-5.171,0,smack that,0,0.0467,118.978,0.924,2006.0,pre_ai
82,0.0373,Konvicted,akon,0.866,247067,0.454,1.49e-06,0.275,-9.383,1,i wanna love you,1,0.0414,99.985,0.368,2006.0,pre_ai
90,0.231,Konvicted,akon,0.795,293067,0.456,0.0,0.228,-6.064,1,don't matter,2,0.04,125.261,0.375,2006.0,pre_ai
91,0.251,Konvicted,akon,0.709,295720,0.65,2.32e-05,0.0731,-7.371,1,"sorry, blame it on me",5,0.273,176.141,0.543,2007.0,pre_ai
2,0.0401,This Is War (Deluxe),thirty seconds to mars,0.293,347667,0.816,2.95e-05,0.13,-5.432,1,kings and queens,40,0.0844,164.982,0.148,2009.0,pre_ai
3,0.0661,This Is War (Deluxe),thirty seconds to mars,0.404,326983,0.723,1.91e-06,0.233,-5.26,1,this is war,40,0.0571,160.048,0.225,2009.0,pre_ai
6,0.0099,This Is War (Deluxe),thirty seconds to mars,0.502,273467,0.948,4.54e-06,0.0809,-3.717,1,closer to the edge,43,0.121,139.979,0.102,2009.0,pre_ai
30,0.0014,A Beautiful Lie,thirty seconds to mars,0.309,231533,0.912,0.000271,0.582,-3.881,0,the kill,72,0.0646,183.035,0.302,2005.0,pre_ai
34,0.00578,A Beautiful Lie,thirty seconds to mars,0.467,247373,0.876,0.00592,0.035,-4.841,1,from yesterday,57,0.0693,135.055,0.131,2005.0,pre_ai
1,0.0178,Battlefield,jordin sparks,0.613,241920,0.634,0.0,0.0639,-3.472,1,battlefield,28,0.0339,144.953,0.37,2009.0,pre_ai
12,0.423,Battlefield,jordin sparks,0.567,233480,0.778,0.0,0.108,-5.036,1,tattoo,2,0.0367,167.965,0.541,2007.0,pre_ai
13,0.0656,Battlefield,jordin sparks,0.764,205707,0.698,0.0,0.0417,-4.658,1,one step at a time,1,0.0284,102.024,0.697,2008.0,pre_ai
27,0.223,Jordin Sparks,jordin sparks,0.471,229738,0.559,0.0,0.0935,-5.336,1,this is my now,10,0.0285,148.016,0.172,2007.0,pre_ai
3,0.000233,Danger Days: The True Lives of the Fabulous Killjoys,my chemical romance,0.606,270387,0.942,7.07e-06,0.106,-3.618,1,sing,60,0.0357,110.98,0.373,2010.0,pre_ai
43,0.236,May Death Never Stop You,my chemical romance,0.181,237067,0.752,0.0,0.125,-5.519,0,the ghost of you,49,0.0699,144.766,0.0372,2004.0,pre_ai
44,0.000348,May Death Never Stop You,my chemical romance,0.187,314427,0.906,0.000297,0.214,-4.321,1,welcome to the black parade,44,0.0785,87.513,0.231,2006.0,pre_ai
47,0.036,May Death Never Stop You,my chemical romance,0.467,162200,0.859,0.0,0.178,-3.519,1,teenagers,43,0.0593,110.773,0.836,2007.0,pre_ai
48,0.00047,May Death Never Stop You,my chemical romance,0.469,300400,0.876,9.82e-06,0.164,-3.785,0,famous last words,44,0.0959,122.348,0.299,2007.0,pre_ai
6,0.045,Meet The Orphans (Deluxe Version),don omar,0.436,292160,0.886,0.0,0.0879,-5.811,1,taboo,41,0.0657,125.044,0.797,2011.0,pre_ai
64,0.2,King Of Kings,don omar,0.63,284933,0.661,0.0,0.17,-5.11,0,angelito,44,0.045,156.005,0.311,2006.0,pre_ai
1,0.00131,Finding Beauty In Negative Spaces (Bonus Track Version),seether,0.615,193893,0.949,3.04e-06,0.0585,-3.52,1,fake it,75,0.0549,131.985,0.586,2007.0,pre_ai
5,0.011,Finding Beauty In Negative Spaces (Bonus Track Version),seether,0.532,203893,0.829,2.05e-06,0.0802,-3.099,1,rise above this,53,0.0327,120.009,0.264,2008.0,pre_ai
12,5.34e-05,Finding Beauty In Negative Spaces (Bonus Track Version),seether,0.413,296973,0.943,0.00487,0.068,-4.173,1,careless whisper,64,0.104,134.077,0.328,2009.0,pre_ai
17,0.00104,Holding Onto Strings Better Left To Fray (Deluxe Version),seether,0.63,229720,0.856,2.26e-06,0.288,-6.131,1,country song,38,0.0334,96.021,0.917,2011.0,pre_ai
59,0.000444,Seether: 2002 - 2013 (Deluxe Version),seether,0.427,245594,0.854,0.0104,0.21,-2.949,0,fine again,13,0.0297,175.563,0.359,2000.0,pre_ai
62,0.00932,Seether: 2002 - 2013 (Deluxe Version),seether,0.446,258516,0.586,0.000732,0.143,-2.904,0,broken,15,0.0344,123.808,0.183,2004.0,pre_ai
63,0.000193,Seether: 2002 - 2013 (Deluxe Version),seether,0.543,208819,0.954,0.00103,0.23,-4.281,1,remedy,11,0.1,127.864,0.479,2005.0,pre_ai
20,0.252,Late Nights & Early Mornings,marsha ambrosius,0.407,436880,0.666,0.0,0.13,-6.527,1,far away,8,0.264,142.125,0.348,2010.0,pre_ai
16,0.157,Young Love (Deluxe Edition),mat kearney,0.446,255893,0.877,4.31e-06,0.0455,-3.734,1,ships in the night,40,0.0606,178.133,0.159,2011.0,pre_ai
31,0.508,City Of Black & White,mat kearney,0.641,217560,0.601,9.33e-06,0.121,-8.51,1,closer to love,50,0.0337,104.984,0.553,2009.0,pre_ai
12,0.177,Hell On Heels,pistol annies,0.655,194387,0.547,3.78e-05,0.118,-5.829,1,hell on heels,59,0.0406,132.226,0.383,2011.0,pre_ai
0,0.0541,Back To Black (Deluxe Edition),amy winehouse,0.407,214947,0.558,1.51e-06,0.34,-13.609,1,rehab,52,0.0552,71.815,0.777,2006.0,pre_ai
1,0.0139,Back To Black (Deluxe Edition),amy winehouse,0.694,257187,0.496,0.00356,0.0644,-14.222,1,you know i'm no good,54,0.0329,103.372,0.799,2007.0,pre_ai
9,0.902,Let Them Talk (Bonus Track Version),hugh laurie,0.682,213013,0.366,0.000119,0.0965,-8.391,1,police dog blues,22,0.0353,125.08,0.59,2011.0,pre_ai
15,0.13,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],the black eyed peas,0.867,251440,0.857,0.00171,0.13,-5.892,1,boom boom pow,69,0.0663,130.048,0.402,2009.0,pre_ai
16,0.0172,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],the black eyed peas,0.715,268840,0.907,8.39e-05,0.426,-6.025,0,rock that body,58,0.0993,124.992,0.841,2010.0,pre_ai
17,0.00474,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],the black eyed peas,0.798,284373,0.629,2.17e-05,0.324,-6.857,0,meet me halfway,68,0.0735,130.0,0.4,2009.0,pre_ai
18,0.179,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],the black eyed peas,0.597,257560,0.517,0.0,0.307,-6.963,1,imma be,62,0.365,92.035,0.412,2009.0,pre_ai
19,0.0873,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],the black eyed peas,0.743,289133,0.766,0.0,0.509,-6.375,1,i gotta feeling,77,0.0265,127.96,0.61,2010.0,pre_ai
74,0.106,Elephunk,the black eyed peas,0.865,214893,0.876,1.16e-06,0.597,-6.339,0,hey mama,43,0.241,100.175,0.941,2004.0,pre_ai
83,0.111,Elephunk,the black eyed peas,0.834,272533,0.699,0.0,0.131,-3.222,1,where is the love?,64,0.196,94.069,0.803,2003.0,pre_ai
113,0.0106,Monkey Business,the black eyed peas,0.659,213893,0.926,0.0,0.721,-3.143,1,pump it,26,0.176,153.613,0.772,2006.0,pre_ai
114,0.00931,Monkey Business,the black eyed peas,0.686,239840,0.936,0.0,0.487,-2.781,0,don't phunk with my heart,28,0.0582,130.894,0.57,2005.0,pre_ai
116,0.17,Monkey Business,the black eyed peas,0.676,219187,0.774,0.0,0.072,-5.239,0,don't lie,24,0.177,89.894,0.596,2005.0,pre_ai
117,0.128,Monkey Business,the black eyed peas,0.799,326827,0.68,8.54e-06,0.11,-5.921,0,my humps,27,0.232,123.968,0.604,2005.0,pre_ai
11,0.000917,"Echoes, Silence, Patience & Grace",foo fighters,0.433,269373,0.959,0.0,0.028,-4.04,1,the pretender,78,0.0431,172.984,0.365,2007.0,pre_ai
14,0.000367,"Echoes, Silence, Patience & Grace",foo fighters,0.401,224880,0.888,0.0,0.12,-3.793,1,long road to ruin,60,0.0401,146.781,0.365,2007.0,pre_ai
37,0.000769,In Your Honor,foo fighters,0.366,255627,0.94,9.42e-05,0.188,-5.119,0,best of you,76,0.0696,130.198,0.369,2005.0,pre_ai
38,0.000189,In Your Honor,foo fighters,0.462,252107,0.913,0.00142,0.0671,-4.298,1,doa,58,0.074,145.522,0.72,2005.0,pre_ai
104,2.52e-05,Wasting Light,foo fighters,0.511,259027,0.728,7.41e-05,0.0725,-4.874,0,rope,61,0.037,138.179,0.541,2011.0,pre_ai
113,3.62e-05,Wasting Light,foo fighters,0.231,255960,0.866,0.000552,0.29,-5.131,1,walk,70,0.0517,138.311,0.191,2011.0,pre_ai
11,0.452,Blue Moon,steve holy,0.565,210933,0.5,0.0,0.137,-8.822,1,good morning beautiful,54,0.031,70.984,0.242,2001.0,pre_ai
12,0.0273,Brand New Girlfriend,steve holy,0.669,220187,0.861,0.0,0.0586,-3.547,1,brand new girlfriend,58,0.0929,133.82,0.72,2006.0,pre_ai
12,0.00608,Rokstarr,taio cruz,0.754,203867,0.82,0.0,0.0389,-3.206,1,dynamite,22,0.0851,119.974,0.802,2010.0,pre_ai
13,0.00245,Rokstarr,taio cruz,0.676,186267,0.9,0.0,0.113,-4.694,1,break your heart,35,0.0288,122.042,0.575,2009.0,pre_ai
14,0.0175,Rokstarr,taio cruz,0.716,219520,0.697,0.0,0.0939,-5.84,1,dirty picture,18,0.0745,119.908,0.559,2010.0,pre_ai
36,0.0112,TY.O,taio cruz,0.601,244907,0.869,0.0,0.0673,-3.202,1,hangover,52,0.0458,128.066,0.555,2011.0,pre_ai
0,0.00531,Evanescence (Deluxe Version),evanescence,0.569,221360,0.929,0.0,0.142,-2.624,0,what you want,38,0.0762,121.992,0.533,2011.0,pre_ai
6,0.0532,Evanescence (Deluxe Version),evanescence,0.266,282293,0.571,3.96e-06,0.073,-4.983,1,lost in paradise,37,0.0376,113.059,0.104,2011.0,pre_ai
31,0.00895,Fallen,evanescence,0.316,235893,0.945,1.85e-06,0.396,-3.169,0,bring me to life,79,0.124,189.931,0.32,2003.0,pre_ai
33,0.862,Fallen,evanescence,0.186,262533,0.29,0.0,0.13,-9.008,1,my immortal,75,0.0333,68.992,0.0776,2003.0,pre_ai
87,0.00193,The Open Door,evanescence,0.45,214707,0.883,0.0,0.293,-4.094,1,call me when you're sober,66,0.0524,93.41,0.328,2006.0,pre_ai
3,0.0873,Cowboy's Back In Town (Deluxe Edition),trace adkins,0.511,200680,0.881,0.000353,0.127,-4.876,1,this ain't no love song,25,0.057,159.977,0.554,2010.0,pre_ai
19,0.00764,Proud To Be Here (Deluxe Edition),trace adkins,0.586,210333,0.674,0.0777,0.243,-5.69,1,just fishin',9,0.0246,86.5,0.395,2011.0,pre_ai
40,0.092,Chrome,trace adkins,0.566,202827,0.841,9.76e-06,0.172,-7.171,1,chrome,34,0.0351,89.968,0.804,2001.0,pre_ai
41,0.658,Chrome,trace adkins,0.502,231507,0.435,7.87e-05,0.0877,-9.161,1,help me understand,28,0.0279,129.933,0.291,2001.0,pre_ai
43,0.447,Chrome,trace adkins,0.517,284800,0.47,0.000415,0.099,-8.825,1,i'm tryin',19,0.0278,79.915,0.34,2001.0,pre_ai
52,0.0101,Comin' On Strong,trace adkins,0.559,200600,0.84,0.0017,0.333,-3.997,1,hot mama,42,0.0321,105.943,0.77,2003.0,pre_ai
64,0.0539,Dangerous Man,trace adkins,0.661,221413,0.959,1.74e-05,0.381,-4.439,1,ladies love country boys,61,0.0408,116.284,0.96,2006.0,pre_ai
66,0.00416,Dangerous Man,trace adkins,0.584,216707,0.857,0.000896,0.276,-5.103,1,swing,54,0.033,108.027,0.742,2006.0,pre_ai
75,0.399,Dangerous Man,trace adkins,0.536,240093,0.943,2.27e-05,0.225,-5.317,0,honky tonk badonkadonk,59,0.108,123.759,0.622,2005.0,pre_ai
135,0.00545,Songs About Me,trace adkins,0.582,204533,0.901,0.0,0.117,-3.044,1,songs about me,45,0.0571,117.943,0.391,2004.0,pre_ai
158,0.113,"Trace Adkins ""X""",trace adkins,0.498,237413,0.391,8.17e-06,0.0858,-8.526,1,all i ask for anymore,4,0.0288,129.912,0.291,2008.0,pre_ai
162,0.0414,"Trace Adkins ""X""",trace adkins,0.621,184480,0.821,0.000483,0.558,-5.553,1,marry for money,5,0.0815,125.842,0.685,2008.0,pre_ai
9,0.0166,King Of Hearts (Deluxe Explicit),lloyd,0.522,240120,0.784,0.0,0.0774,-5.129,0,lay it down,30,0.0699,156.05,0.525,2010.0,pre_ai
63,0.407,Southside,lloyd,0.627,277840,0.411,0.0,0.0815,-9.476,0,southside,63,0.152,74.94,0.458,2004.0,pre_ai
14,0.0263,Fire & Ice (Bonus Track Version),kaskade,0.576,247761,0.823,3.69e-05,0.131,-4.285,1,lessons in love,0,0.0544,127.971,0.594,2011.0,pre_ai
73,0.0697,Outta My System,bow wow,0.772,238467,0.587,0.0,0.252,-6.944,1,outta my system,21,0.187,84.025,0.755,2007.0,pre_ai
84,0.0745,The Price Of Fame,bow wow,0.758,268067,0.642,0.0,0.191,-8.128,0,shortie like mine,68,0.221,142.078,0.701,2006.0,pre_ai
106,0.0915,Wanted,bow wow,0.815,248493,0.662,0.000409,0.0898,-8.244,1,let me hold you,64,0.199,151.518,0.611,2005.0,pre_ai
109,0.0465,Wanted,bow wow,0.714,205840,0.6,0.0,0.0646,-8.365,1,like you,66,0.0876,82.017,0.504,2005.0,pre_ai
10,0.0496,#1 Girl,mindless behavior,0.384,248187,0.744,0.0,0.0863,-4.754,1,mrs. right,49,0.185,71.521,0.52,2011.0,pre_ai
1,0.153,Skinny Jeanz And A Mic,new boyz,0.931,189053,0.456,0.0,0.0914,-6.206,1,you're a jerk,43,0.348,99.048,0.522,2009.0,pre_ai
45,0.224,It's America,rodney atkins,0.612,207040,0.791,0.0,0.112,-3.519,1,farmer's daughter,67,0.0291,133.977,0.786,2010.0,pre_ai
46,0.183,Take A Back Road,rodney atkins,0.581,209427,0.856,0.0,0.0871,-4.0,1,take a back road,68,0.0783,169.902,0.918,2011.0,pre_ai
7,0.015,Modern Love (Deluxe Edition),matt nathanson,0.619,249147,0.652,5.77e-06,0.0835,-5.701,1,run,33,0.0312,109.99,0.204,2011.0,pre_ai
108,0.241,Some Mad Hope,matt nathanson,0.672,215173,0.623,0.0,0.0848,-5.699,1,come on get higher,74,0.0297,92.018,0.617,2008.0,pre_ai
7,0.0221,Cliche (Hush Hush) [Deluxe Edition],alexandra stan,0.716,195051,0.923,0.00021,0.156,-4.443,0,mr. saxobeat,37,0.0515,127.033,0.775,2010.0,pre_ai
1,0.000892,Ready Set Go! (Explicit Version),roscoe dash,0.513,293720,0.964,0.0,0.265,-2.852,0,all the way turnt up,13,0.0828,132.013,0.738,2010.0,pre_ai
5,0.0769,Beast (Explicit Version),v.i.c.,0.846,227120,0.814,0.0,0.0588,-4.945,1,get silly,51,0.353,75.01,0.671,2008.0,pre_ai
9,0.402,Beast (Explicit Version),v.i.c.,0.855,321987,0.746,0.0,0.146,-3.777,0,wobble,60,0.232,95.026,0.375,2008.0,pre_ai
16,0.00247,Streets Of Gold (Deluxe),3oh!3,0.54,190880,0.906,0.0,0.368,-4.652,0,i can do anything,0,0.236,169.94,0.438,2010.0,pre_ai
24,0.0018,Streets Of Gold (Deluxe),3oh!3,0.581,190707,0.888,0.0,0.413,-3.198,1,double vision,2,0.0587,120.041,0.629,2010.0,pre_ai
36,0.000905,WANT (Deluxe [Amended]),3oh!3,0.851,185533,0.633,3.09e-06,0.116,-5.052,1,starstrukk,26,0.11,139.944,0.513,2009.0,pre_ai
2,0.00114,All The Right Reasons,nickelback,0.515,258893,0.874,7.16e-05,0.0936,-3.73,1,photograph,50,0.0289,145.923,0.418,2005.0,pre_ai
3,0.000704,All The Right Reasons,nickelback,0.599,186587,0.955,0.0163,0.286,-3.076,1,animals,48,0.0506,154.014,0.848,2005.0,pre_ai
4,0.00103,All The Right Reasons,nickelback,0.437,219293,0.802,0.0,0.415,-3.991,1,savin' me,46,0.0282,163.961,0.569,2006.0,pre_ai
5,0.00106,All The Right Reasons,nickelback,0.505,238160,0.757,0.0,0.103,-5.254,1,far away,51,0.0288,132.922,0.318,2006.0,pre_ai
10,0.0541,All The Right Reasons,nickelback,0.621,255800,0.892,0.0,0.321,-3.342,1,rockstar,57,0.0439,143.997,0.698,2006.0,pre_ai
23,0.00137,Dark Horse,nickelback,0.663,219253,0.977,1.77e-05,0.173,-3.024,1,something in your mouth,63,0.0575,129.975,0.746,2008.0,pre_ai
25,0.000354,Dark Horse,nickelback,0.536,252653,0.89,0.00165,0.133,-5.222,1,gotta be somebody,65,0.0601,115.998,0.205,2008.0,pre_ai
26,0.033,Dark Horse,nickelback,0.489,262627,0.748,0.0,0.144,-5.488,1,i'd come for you,61,0.0311,147.998,0.385,2008.0,pre_ai
29,0.00155,Dark Horse,nickelback,0.544,227027,0.802,7.34e-05,0.122,-4.152,1,never gonna be alone,63,0.0282,130.022,0.59,2008.0,pre_ai
32,8.67e-05,Dark Horse,nickelback,0.485,249067,0.911,0.0,0.092,-5.749,1,if today was your last day,69,0.0355,89.956,0.568,2008.0,pre_ai
33,0.00257,Dark Horse,nickelback,0.507,273493,0.875,0.0,0.346,-7.697,1,this afternoon,61,0.0389,160.079,0.647,2008.0,pre_ai
50,0.000394,Here And Now,nickelback,0.517,228093,0.839,0.0,0.111,-4.594,1,lullaby,44,0.0332,135.952,0.374,2012.0,pre_ai
79,0.000954,Silver Side Up,nickelback,0.447,223827,0.766,0.0,0.113,-5.065,1,how you remind me,57,0.0313,172.011,0.574,2001.0,pre_ai
90,0.000508,The Long Road,nickelback,0.464,207427,0.845,0.000505,0.172,-5.668,0,someday,48,0.0396,163.098,0.6,2003.0,pre_ai
92,0.000536,The Long Road,nickelback,0.506,256507,0.809,0.000429,0.145,-5.603,1,feelin' way too damn good,32,0.0417,156.082,0.388,2004.0,pre_ai
94,3.72e-05,The Long Road,nickelback,0.561,228627,0.872,0.0121,0.309,-5.562,0,figured you out,41,0.0501,93.913,0.737,2003.0,pre_ai
28,0.199,Eyes Open,snow patrol,0.56,267960,0.595,6.47e-05,0.132,-4.53,1,chasing cars,37,0.0274,104.011,0.144,2006.0,pre_ai
33,0.537,Eyes Open,snow patrol,0.547,203613,0.368,0.0,0.0955,-7.053,0,set the fire to the third bar,38,0.0255,96.05,0.367,2006.0,pre_ai
52,0.0252,Fallen Empires,snow patrol,0.747,240865,0.703,6.05e-06,0.0748,-4.607,1,called out in the dark,58,0.0305,120.0,0.961,2011.0,pre_ai
17,0.0166,4x4=12,deadmau5,0.507,502909,0.699,0.00172,0.112,-7.483,1,raise your weapon,45,0.0814,139.909,0.0744,2010.0,pre_ai
2,0.311,Eleven,martina mcbride,0.427,225560,0.666,0.0,0.12,-5.063,1,i'm gonna love you through it,1,0.0319,142.787,0.264,2011.0,pre_ai
7,0.334,Eleven,martina mcbride,0.576,247773,0.751,0.0,0.139,-5.333,1,teenage daughters,0,0.0469,91.051,0.479,2011.0,pre_ai
62,0.0626,Martina,martina mcbride,0.613,243160,0.801,1.15e-05,0.124,-4.431,1,this one's for the girls,0,0.0354,126.966,0.609,2003.0,pre_ai
63,0.339,Martina,martina mcbride,0.473,235267,0.627,0.0,0.103,-4.836,1,how far,0,0.03,140.104,0.359,2003.0,pre_ai
67,0.869,Martina,martina mcbride,0.357,193800,0.302,0.0,0.157,-7.191,1,in my daughter's eyes,0,0.0362,122.622,0.376,2003.0,pre_ai
