Unnamed: 0,Acousticness,Album,Artist,Danceability,Duration,Energy,Instrumentalness,Liveness,Loudness,Mode,Name,Popularity,Speechiness,Tempo,Valence,year,period
25,0.0183,This Is What The Truth Feels Like (Deluxe),gwen stefani,0.623,227680,0.654,1.73e-06,0.398,-5.408,1,used to love you,25,0.0674,96.017,0.193,2015.0,pre_ai
71,0.309,The Sweet Escape,gwen stefani,0.961,189587,0.9,0.000199,0.354,-6.874,1,wind it up,41,0.0678,120.006,0.95,2006.0,pre_ai
72,0.191,The Sweet Escape,gwen stefani,0.756,246467,0.77,0.0,0.178,-3.502,1,the sweet escape,62,0.0343,119.961,0.73,2006.0,pre_ai
76,0.2,The Sweet Escape,gwen stefani,0.698,291107,0.826,0.00013,0.114,-6.261,1,4 in the morning,40,0.031,92.409,0.502,2007.0,pre_ai
23,0.146,Wildfire,rachel platten,0.506,219000,0.897,0.000451,0.0868,-4.632,1,stand by you,65,0.26,188.03,0.525,2015.0,pre_ai
27,0.0549,Wildfire,rachel platten,0.564,204013,0.714,0.0,0.155,-4.987,1,fight song,80,0.129,175.924,0.33,2015.0,pre_ai
19,0.0264,By the Way (Deluxe Edition),red hot chili peppers,0.451,216933,0.97,0.00355,0.102,-4.938,1,by the way,75,0.107,122.444,0.198,2002.0,pre_ai
24,0.013,By the Way (Deluxe Edition),red hot chili peppers,0.725,231933,0.803,3.66e-05,0.0891,-4.083,1,the zephyr song,70,0.0337,117.391,0.403,2002.0,pre_ai
25,0.0179,By the Way (Deluxe Edition),red hot chili peppers,0.618,269000,0.938,0.0,0.167,-3.442,1,can't stop,81,0.0456,91.455,0.875,2003.0,pre_ai
95,0.00112,I'm with You,red hot chili peppers,0.683,282400,0.734,0.0139,0.258,-4.523,0,the adventures of rain dance maggie,67,0.029,106.254,0.576,2011.0,pre_ai
138,0.017,Stadium Arcadium,red hot chili peppers,0.553,283000,0.865,1.05e-05,0.267,-4.751,0,dani california,77,0.0409,96.161,0.735,2006.0,pre_ai
153,0.00194,Stadium Arcadium,red hot chili peppers,0.695,247667,0.993,0.00217,0.0877,-3.102,1,tell me baby,67,0.0614,107.933,0.28,2006.0,pre_ai
168,0.0722,The Getaway,red hot chili peppers,0.7,302000,0.742,0.0199,0.11,-6.777,0,dark necessities,74,0.0716,91.959,0.197,2016.0,post_ai
4,8.46e-05,Asylum (Deluxe Edition),disturbed,0.621,253387,0.967,0.00612,0.12,-2.35,1,another way to die,54,0.0692,112.017,0.315,2010.0,pre_ai
39,0.468,Immortalized (Deluxe Edition),disturbed,0.322,248467,0.28,1.1e-06,0.102,-9.367,0,the sound of silence,72,0.0281,85.794,0.175,2015.0,pre_ai
45,0.000209,Indestructible (Deluxe Edition),disturbed,0.429,278027,0.966,0.124,0.371,-4.605,1,indestructible,71,0.0733,179.956,0.525,2008.0,pre_ai
46,0.000233,Indestructible (Deluxe Edition),disturbed,0.463,231573,0.962,0.109,0.0906,-6.43,1,inside the fire,66,0.0704,94.003,0.66,2008.0,pre_ai
60,0.000642,Believe,disturbed,0.65,218973,0.914,1.23e-06,0.0251,-4.672,1,prayer,57,0.0716,99.107,0.586,2002.0,pre_ai
106,8.51e-05,Ten Thousand Fists,disturbed,0.404,245227,0.969,0.0114,0.268,-2.938,1,stricken,73,0.195,173.878,0.29,2005.0,pre_ai
2,0.0369,All About You (Deluxe Edition),jeremih,0.7,228453,0.598,0.0,0.111,-7.783,1,down on me,45,0.114,160.041,0.594,2010.0,pre_ai
14,0.239,Jeremih,jeremih,0.675,226507,0.551,0.0,0.161,-5.523,0,birthday sex,68,0.0413,60.035,0.474,2009.0,pre_ai
40,0.674,Late Nights: The Album,jeremih,0.65,240320,0.557,0.0,0.11,-7.762,1,planez,73,0.312,129.285,0.4,2015.0,pre_ai
43,0.192,Late Nights: The Album,jeremih,0.715,238320,0.703,0.0,0.113,-3.825,1,oui,75,0.0503,119.749,0.596,2015.0,pre_ai
51,0.421,Late Nights: The Album,jeremih,0.851,266840,0.525,0.0,0.111,-5.221,0,don't tell 'em,73,0.0874,97.988,0.405,2014.0,pre_ai
1,0.00575,California (Deluxe Edition),blink,0.502,235613,0.966,1.56e-06,0.117,-3.876,1,bored to death,54,0.0946,159.948,0.638,2016.0,post_ai
58,0.000295,Neighborhoods (Deluxe Explicit Version),blink,0.479,199707,0.892,6.31e-05,0.067,-5.167,1,up all night,51,0.0561,156.086,0.416,2011.0,pre_ai
59,0.00642,Neighborhoods (Deluxe Explicit Version),blink,0.541,206867,0.889,1.71e-05,0.02,-3.997,1,after midnight,55,0.049,167.995,0.902,2011.0,pre_ai
100,0.00113,blink-182,blink,0.423,227250,0.714,6.28e-06,0.0855,-8.295,1,i miss you,75,0.045,110.017,0.593,2004.0,pre_ai
166,0.0103,Enema Of The State,blink,0.434,167067,0.897,0.0,0.612,-4.918,1,all the small things,80,0.0488,148.726,0.684,2000.0,pre_ai
191,0.000316,Take Off Your Pants And Jacket,blink,0.41,171493,0.961,0.0,0.0672,-4.573,1,the rock show,26,0.0864,193.132,0.848,2001.0,pre_ai
1,0.243,Fighter,david nail,0.54,189733,0.776,0.0,0.378,-4.155,1,night's on fire,62,0.043,164.046,0.784,2015.0,pre_ai
11,0.217,I'm A Fire,david nail,0.527,236800,0.723,0.0,0.037,-6.134,1,whatever she's got,65,0.0411,160.465,0.888,2013.0,pre_ai
24,0.0936,I'm About To Come Alive,david nail,0.397,246320,0.806,6.74e-06,0.175,-2.416,1,red light,12,0.0362,163.848,0.44,2009.0,pre_ai
48,0.249,The Sound Of A Million Dreams,david nail,0.563,299280,0.601,5.44e-05,0.112,-3.592,1,let it rain,30,0.0273,78.082,0.549,2011.0,pre_ai
1,0.0026,Brand New,ben rector,0.555,243933,0.933,0.0,0.122,-5.04,1,brand new,66,0.113,144.874,0.421,2015.0,pre_ai
3,0.006,All Or Nothing,fat joe,0.599,238376,0.791,0.0,0.0552,-5.987,1,so much more,43,0.294,97.628,0.708,2005.0,pre_ai
112,0.0106,"Me, Myself & I",fat joe,0.744,247413,0.697,0.0,0.0842,-5.063,0,make it rain,55,0.197,149.28,0.767,2007.0,pre_ai
165,0.0303,The Elephant in the Room,fat joe,0.618,229653,0.787,0.0,0.279,-7.995,1,i won't tell,27,0.374,183.737,0.32,2007.0,pre_ai
1,0.00236,31 Minutes to Takeoff,mike posner,0.697,196813,0.878,0.119,0.129,-3.928,0,please don't go,41,0.0306,120.018,0.644,2010.0,pre_ai
2,0.394,31 Minutes to Takeoff,mike posner,0.596,196320,0.636,0.0,0.0541,-5.471,1,bow chicka wow wow,31,0.0621,146.885,0.584,2011.0,pre_ai
15,0.15,A Matter Of Time,mike posner,0.84,225123,0.504,0.0,0.164,-4.277,0,cooler than me,29,0.15,129.014,0.79,2009.0,pre_ai
38,0.618,"At Night, Alone.",mike posner,0.636,280800,0.319,1.7e-06,0.125,-10.065,1,i took a pill in ibiza,53,0.0718,74.109,0.378,2015.0,pre_ai
20,0.408,A Seat at the Table,solange,0.719,250973,0.615,0.000147,0.235,-5.972,1,cranes in the sky,66,0.045,96.988,0.465,2016.0,post_ai
25,0.409,A Seat at the Table,solange,0.823,257547,0.411,0.00135,0.649,-7.061,1,don't touch my hair,61,0.0557,90.997,0.397,2016.0,post_ai
1,0.259,Deluxe Version (Edited),onerepublic,0.528,238000,0.948,1e-05,0.283,-3.522,1,all the right moves,3,0.0475,146.036,0.651,2009.0,pre_ai
2,0.0734,Deluxe Version (Edited),onerepublic,0.516,224680,0.762,0.0,0.116,-6.224,1,secrets,3,0.0361,148.018,0.382,2009.0,pre_ai
5,0.103,Deluxe Version (Edited),onerepublic,0.643,253080,0.629,0.0,0.107,-11.008,1,good life,2,0.053,94.968,0.652,2009.0,pre_ai
19,0.0659,Dreaming Out Loud (Deluxe),onerepublic,0.492,223853,0.859,0.0,0.0756,-4.274,1,stop and stare,37,0.0332,92.474,0.251,2007.0,pre_ai
37,0.0654,Native (Deluxe),onerepublic,0.664,257280,0.705,0.0,0.118,-4.972,0,counting stars,53,0.0382,122.016,0.477,2013.0,pre_ai
38,0.0956,Native (Deluxe),onerepublic,0.484,241640,0.71,0.0,0.108,-6.021,1,if i lose myself,32,0.0474,140.08,0.302,2013.0,pre_ai
39,0.0201,Native (Deluxe),onerepublic,0.471,185080,0.822,0.0,0.105,-8.017,0,feel again,21,0.0538,140.007,0.363,2012.0,pre_ai
41,0.0683,Native (Deluxe),onerepublic,0.593,234547,0.851,0.0,0.271,-5.456,1,i lived,39,0.0446,119.987,0.344,2014.0,pre_ai
57,0.0175,Oh My My (Deluxe),onerepublic,0.596,238387,0.739,0.0,0.309,-6.192,1,kids,46,0.0398,100.003,0.217,2016.0,post_ai
67,0.0915,Oh My My (Deluxe),onerepublic,0.552,169773,0.689,0.0,0.27,-6.444,0,wherever i go,66,0.0425,99.961,0.349,2016.0,post_ai
163,0.169,Doctor's Advocate,the game,0.878,237680,0.739,0.0,0.119,-5.157,1,let's ride,37,0.189,93.601,0.824,2006.0,pre_ai
165,0.152,Doctor's Advocate,the game,0.434,251040,0.764,0.0,0.425,-5.367,0,wouldn't get far,38,0.276,92.605,0.702,2006.0,pre_ai
226,0.073,LAX,the game,0.672,320893,0.766,0.0,0.0567,-5.018,1,my life,6,0.35,148.123,0.381,2008.0,pre_ai
238,0.0857,LAX,the game,0.778,261773,0.77,0.0,0.0514,-4.653,0,game's pain,5,0.305,97.049,0.377,2008.0,pre_ai
272,0.222,Live In Copenhagen ('06),the game,0.448,212253,0.869,1.07e-06,0.54,-7.279,0,hate it or love it,14,0.388,88.989,0.503,2005.0,pre_ai
274,0.0112,Live In Copenhagen ('06),the game,0.374,279845,0.785,0.0,0.918,-7.379,1,dreams,7,0.371,77.963,0.306,2005.0,pre_ai
500,0.166,The Documentary,the game,0.876,223067,0.657,0.0,0.267,-3.981,1,westside story,60,0.284,86.998,0.944,2004.0,pre_ai
504,0.0496,The Documentary,the game,0.578,235533,0.666,0.0,0.0335,-7.1,1,how we do,73,0.435,195.13,0.591,2004.0,pre_ai
552,0.0136,The Documentary 2 + 2.5,the game,0.801,334360,0.521,0.0,0.179,-9.871,0,100,25,0.28,108.025,0.412,2015.0,pre_ai
9,0.194,8701,usher,0.657,266893,0.629,0.0,0.254,-4.938,1,u remind me,75,0.0782,93.985,0.726,2001.0,pre_ai
12,0.0227,8701,usher,0.816,247840,0.5,1.53e-06,0.0733,-4.551,1,u got it bad,71,0.03,124.037,0.649,2001.0,pre_ai
15,0.0478,8701,usher,0.793,269400,0.568,3.57e-05,0.0304,-4.958,1,u don't have to call,60,0.0459,100.005,0.806,2001.0,pre_ai
41,0.000153,Here I Stand,usher,0.696,268240,0.643,1.03e-05,0.156,-5.218,1,trading places,58,0.0447,146.005,0.332,2008.0,pre_ai
42,0.0856,Here I Stand,usher,0.72,298053,0.734,0.0,0.303,-4.515,1,moving mountains,55,0.0316,115.999,0.37,2008.0,pre_ai
102,0.183,Versus,usher,0.601,283373,0.51,0.0,0.0898,-8.094,0,there goes my baby,39,0.0933,154.887,0.268,2010.0,pre_ai
317,0.0969,Quality Street Music 2,dj drama,0.48,252480,0.659,0.0,0.15,-4.668,1,wishing,46,0.37,110.044,0.523,2016.0,post_ai
65,0.00909,We got it from Here... Thank You 4 Your service,a tribe called quest,0.71,172013,0.805,0.0,0.141,-5.471,1,we the people....,58,0.0637,92.601,0.897,2016.0,post_ai
16,0.415,Britney (Digital Deluxe Version),britney spears,0.847,203600,0.843,0.000134,0.107,-3.579,0,i'm a slave 4 u,67,0.106,110.027,0.963,2001.0,pre_ai
33,0.452,Britney Jean (Deluxe Version),britney spears,0.39,239973,0.557,0.0,0.125,-6.344,1,perfume,53,0.0521,79.34,0.317,2013.0,pre_ai
45,0.073,Circus (Deluxe Version),britney spears,0.724,224400,0.695,0.0,0.0889,-5.226,1,womanizer,75,0.0622,139.0,0.235,2008.0,pre_ai
46,0.147,Circus (Deluxe Version),britney spears,0.791,192360,0.733,0.000381,0.0713,-5.215,0,circus,70,0.052,114.98,0.761,2008.0,pre_ai
49,0.0483,Circus (Deluxe Version),britney spears,0.831,172400,0.489,1.33e-05,0.074,-6.475,0,shattered glass,45,0.0533,120.054,0.376,2009.0,pre_ai
50,0.0192,Circus (Deluxe Version),britney spears,0.717,216520,0.587,0.0,0.0523,-7.296,0,if u seek amy,65,0.0339,129.954,0.544,2009.0,pre_ai
57,0.25,Circus (Deluxe Version),britney spears,0.648,228413,0.664,1.18e-06,0.33,-6.617,0,radar,49,0.164,127.917,0.484,2009.0,pre_ai
61,0.0103,Femme Fatale (Deluxe Version),britney spears,0.648,228827,0.722,0.0,0.24,-4.813,0,hold it against me,59,0.0427,132.973,0.389,2011.0,pre_ai
63,0.00379,Femme Fatale (Deluxe Version),britney spears,0.696,210267,0.546,3.8e-06,0.332,-6.55,1,i wanna go,64,0.0414,130.002,0.787,2011.0,pre_ai
71,0.0485,Femme Fatale (Deluxe Version),britney spears,0.696,225080,0.734,0.0,0.183,-5.294,1,criminal,65,0.0298,107.987,0.711,2011.0,pre_ai
93,0.25,Blackout,britney spears,0.788,251240,0.844,0.000678,0.0723,-3.131,1,gimme more,70,0.0334,113.324,0.382,2007.0,pre_ai
94,0.0902,Blackout,britney spears,0.769,212107,0.638,0.0,0.0857,-5.054,1,piece of me,65,0.216,115.007,0.782,2007.0,pre_ai
96,0.689,Blackout,britney spears,0.712,196053,0.911,8.02e-06,0.107,-3.866,0,break the ice,59,0.0445,117.533,0.85,2008.0,pre_ai
113,0.0249,In The Zone,britney spears,0.774,198800,0.838,0.025,0.242,-3.914,0,toxic,79,0.114,143.04,0.924,2004.0,pre_ai
114,0.0394,In The Zone,britney spears,0.828,201907,0.662,2.02e-05,0.191,-6.419,1,outrageous,53,0.0461,105.014,0.847,2004.0,pre_ai
119,0.966,In The Zone,britney spears,0.398,230307,0.284,8.57e-05,0.116,-12.852,1,everytime,63,0.0337,109.599,0.114,2004.0,pre_ai
122,0.128,Oops!... I Did It Again,britney spears,0.707,203000,0.923,0.000437,0.273,-3.957,1,stronger,66,0.0521,108.049,0.842,2000.0,pre_ai
127,0.262,Oops!... I Did It Again,britney spears,0.765,206227,0.791,0.000154,0.0669,-5.707,1,lucky,66,0.0317,95.026,0.966,2000.0,pre_ai
24,0.0146,Attention Deficit (Explicit Version),wale,0.761,204533,0.915,0.0,0.332,-3.019,0,chillin,6,0.195,99.024,0.402,2009.0,pre_ai
100,0.0139,SHINE,wale,0.554,236867,0.481,0.0,0.0787,-9.823,1,my pyt,55,0.329,191.991,0.456,2016.0,post_ai
0,0.0324,Magazines Or Novels (Deluxe Edition),andy grammer,0.752,199263,0.775,0.0,0.351,-7.289,1,"honey, i'm good.",34,0.0546,122.014,0.595,2014.0,pre_ai
16,0.0552,Andy Grammer,andy grammer,0.677,192587,0.781,0.0,0.147,-5.499,1,keep your head up,0,0.0375,90.022,0.797,2011.0,pre_ai
17,0.00959,Andy Grammer,andy grammer,0.579,174973,0.801,0.0,0.0579,-4.325,1,fine by me,0,0.032,89.99,0.852,2011.0,pre_ai
54,0.548,The Good Parts,andy grammer,0.828,198001,0.56,3.66e-05,0.15,-6.685,1,fresh eyes,71,0.0327,122.054,0.872,2016.0,post_ai
87,0.0352,Remington,granger smith,0.488,236787,0.833,0.0172,0.34,-6.571,1,backroad song,64,0.0437,174.006,0.751,2015.0,pre_ai
90,0.0252,Remington,granger smith,0.528,170093,0.928,2.88e-06,0.0467,-5.743,1,if the boot fits,55,0.0456,162.069,0.885,2016.0,post_ai
36,0.0311,Respect M.E.,missy elliott,0.904,226864,0.813,0.00697,0.0471,-7.105,0,lose control,36,0.121,125.461,0.81,2005.0,pre_ai
43,0.0645,Respect M.E.,missy elliott,0.895,221280,0.67,0.032,0.37,-10.364,0,pass that dutch,47,0.271,110.884,0.33,2003.0,pre_ai
1,0.00609,Fitz and The Tantrums (Deluxe),fitz and the tantrums,0.636,193253,0.836,0.000157,0.0828,-3.004,1,handclap,68,0.0427,139.956,0.715,2016.0,post_ai
16,0.00375,More Than Just A Dream (Deluxe),fitz and the tantrums,0.77,233133,0.801,0.00281,0.0515,-4.182,0,the walker,61,0.0336,130.76,0.725,2013.0,pre_ai
0,0.0163,1000 Forms of Fear (Deluxe Version),sia,0.286,216120,0.784,6.48e-05,0.0713,-2.873,1,chandelier,34,0.0749,173.793,0.618,2014.0,pre_ai
53,0.254,This Is Acting (Deluxe Edition),sia,0.508,263520,0.762,0.000122,0.108,-4.217,0,alive,38,0.0489,99.963,0.444,2015.0,pre_ai
57,0.0472,This Is Acting (Deluxe Edition),sia,0.628,211667,0.698,0.00143,0.0907,-5.608,0,cheap thrills,37,0.105,89.976,0.732,2016.0,post_ai
65,0.0102,This Is Acting (Deluxe Edition),sia,0.668,210227,0.725,0.000479,0.0561,-6.127,1,the greatest,54,0.266,191.944,0.729,2016.0,post_ai
18,0.591,DARKNESS AND LIGHT,john legend,0.488,210293,0.762,0.0,0.0763,-3.842,1,love me now,69,0.0865,123.889,0.709,2016.0,post_ai
41,0.0347,Get Lifted,john legend,0.661,210867,0.796,0.0,0.396,-4.776,1,used to love u,55,0.0833,87.982,0.657,2004.0,pre_ai
46,0.929,Get Lifted,john legend,0.469,281467,0.132,0.0,0.0873,-14.001,1,ordinary people,71,0.0807,67.011,0.36,2004.0,pre_ai
64,0.0457,Once Again,john legend,0.69,235667,0.572,0.0,0.0969,-6.131,1,save room,64,0.0264,111.919,0.375,2006.0,pre_ai
1,0.0771,Wheelhouse (Deluxe Version),brad paisley,0.431,316987,0.876,1.81e-05,0.0998,-6.109,1,southern comfort zone,0,0.0658,160.0,0.519,2012.0,pre_ai
2,0.313,Wheelhouse (Deluxe Version),brad paisley,0.563,281453,0.722,0.0,0.393,-5.252,1,beat this summer,0,0.0407,150.039,0.801,2013.0,pre_ai
13,0.507,Wheelhouse (Deluxe Version),brad paisley,0.608,351173,0.602,0.0,0.129,-6.346,1,accidental racist,0,0.0393,139.954,0.393,2013.0,pre_ai
22,0.0312,5th Gear,brad paisley,0.623,273160,0.79,3.77e-05,0.106,-6.316,1,ticks,53,0.0283,94.433,0.718,2007.0,pre_ai
24,0.676,5th Gear,brad paisley,0.532,280827,0.492,6.12e-05,0.086,-9.255,1,letter to me,53,0.0312,79.242,0.366,2007.0,pre_ai
40,0.0721,American Saturday Night,brad paisley,0.487,274200,0.938,2.63e-05,0.522,-5.466,1,american saturday night,52,0.0533,157.795,0.733,2009.0,pre_ai
42,0.0327,American Saturday Night,brad paisley,0.516,351453,0.86,0.000131,0.162,-5.856,1,welcome to the future,45,0.0319,141.702,0.43,2009.0,pre_ai
43,0.512,American Saturday Night,brad paisley,0.493,321640,0.643,2.42e-05,0.209,-5.19,1,then,65,0.0299,144.717,0.3,2009.0,pre_ai
44,0.00493,American Saturday Night,brad paisley,0.562,261920,0.825,0.000629,0.57,-5.794,1,water,54,0.0269,97.54,0.694,2010.0,pre_ai
67,0.294,Hits Alive,brad paisley,0.448,206720,0.824,3.81e-05,0.662,-5.508,1,mud on the tires,58,0.0478,185.217,0.463,2004.0,pre_ai
70,0.302,Hits Alive,brad paisley,0.446,241680,0.947,0.000692,0.0979,-6.594,1,the world,49,0.052,176.798,0.88,2013.0,pre_ai
71,0.245,Hits Alive,brad paisley,0.558,221067,0.551,4.19e-06,0.231,-6.333,1,little moments,53,0.0263,78.374,0.347,2003.0,pre_ai
73,0.379,Hits Alive,brad paisley,0.643,223400,0.837,8.76e-06,0.18,-4.535,1,celebrity,46,0.0316,123.777,0.787,2013.0,pre_ai
77,0.393,Hits Alive,brad paisley,0.541,291293,0.79,2.09e-06,0.17,-4.945,1,alcohol,44,0.0327,141.694,0.576,2005.0,pre_ai
99,0.539,Love and War,brad paisley,0.347,229338,0.632,0.00226,0.121,-6.998,1,today,56,0.0381,74.257,0.285,2016.0,post_ai
108,0.0385,Moonshine in the Trunk,brad paisley,0.595,220147,0.823,1.35e-06,0.0984,-5.864,1,crushin' it,56,0.0483,108.99,0.745,2014.0,pre_ai
109,0.0929,Moonshine in the Trunk,brad paisley,0.639,179800,0.875,0.0,0.296,-5.793,1,river bank,54,0.0372,117.028,0.892,2014.0,pre_ai
110,0.365,Moonshine in the Trunk,brad paisley,0.53,234840,0.753,4.19e-05,0.269,-5.551,1,perfect storm,55,0.0346,123.979,0.38,2014.0,pre_ai
121,0.0389,Moonshine in the Trunk,brad paisley,0.387,225413,0.861,0.00047,0.1,-5.529,1,country nation,49,0.0413,177.94,0.482,2014.0,pre_ai
131,0.816,Mud On The Tires,brad paisley,0.52,259893,0.333,0.0,0.188,-11.508,1,whiskey lullaby,64,0.0302,74.165,0.198,2004.0,pre_ai
172,0.0325,This Is Country Music,brad paisley,0.56,266147,0.965,0.000984,0.43,-3.67,1,camouflage,45,0.0472,113.633,0.771,2011.0,pre_ai
186,0.0846,Time Well Wasted,brad paisley,0.548,272587,0.617,5.09e-05,0.113,-7.093,1,waitin' on a woman,53,0.0283,76.371,0.339,2005.0,pre_ai
188,0.569,Time Well Wasted,brad paisley,0.355,266920,0.478,2.9e-06,0.194,-8.323,1,she's everything,66,0.0335,102.971,0.269,2006.0,pre_ai
28,0.103,Pain Killer,little big town,0.591,178840,0.959,0.0,0.779,-2.515,1,day drinking,12,0.057,163.883,0.86,2014.0,pre_ai
31,0.842,Pain Killer,little big town,0.5,193320,0.225,0.0,0.112,-10.22,1,girl crush,23,0.0302,173.788,0.355,2014.0,pre_ai
46,0.112,The Breaker,little big town,0.514,263120,0.836,0.0,0.0878,-3.663,1,better man,65,0.0381,143.888,0.501,2016.0,post_ai
57,0.13,The Reason Why,little big town,0.667,186240,0.878,0.0,0.16,-4.797,1,little white church,52,0.0445,107.024,0.816,2010.0,pre_ai
65,0.211,The Road To Here,little big town,0.41,272347,0.78,0.0,0.48,-5.391,1,boondocks,65,0.0332,88.016,0.695,2005.0,pre_ai
67,0.118,The Road To Here,little big town,0.55,260627,0.514,0.0,0.0906,-7.348,1,bring it on home,45,0.0265,138.105,0.311,2006.0,pre_ai
78,0.413,Tornado,little big town,0.721,212320,0.819,0.0,0.196,-5.715,1,pontoon,63,0.0269,96.02,0.867,2012.0,pre_ai
81,0.676,Tornado,little big town,0.61,221680,0.383,0.0,0.0949,-7.543,1,your side of the bed,48,0.0322,137.766,0.164,2013.0,pre_ai
83,0.0459,Tornado,little big town,0.739,223573,0.696,9.61e-05,0.107,-5.149,0,tornado,51,0.0247,97.004,0.492,2012.0,pre_ai
12,0.139,Black Market (Deluxe),rick ross,0.616,330507,0.641,0.0,0.0958,-7.275,0,sorry,55,0.0938,82.73,0.68,2015.0,pre_ai
30,0.352,"God Forgives, I Don't (Deluxe Edition)",rick ross,0.511,276160,0.734,0.0,0.196,-6.025,0,diced pineapples,37,0.239,110.771,0.377,2012.0,pre_ai
57,0.00169,Mastermind (Deluxe),rick ross,0.68,310667,0.83,0.0,0.382,-3.922,0,the devil is a lie,35,0.0897,102.91,0.638,2013.0,pre_ai
65,0.0754,Mastermind (Deluxe),rick ross,0.739,289627,0.52,0.0,0.382,-6.301,1,sanctified,32,0.0679,126.041,0.247,2014.0,pre_ai
73,0.00913,Deeper Than Rap,rick ross,0.615,257480,0.747,0.0,0.0888,-7.217,1,magnificent,50,0.156,91.347,0.421,2009.0,pre_ai
86,0.246,Port Of Miami,rick ross,0.665,208600,0.779,0.0,0.364,-7.085,1,push it,61,0.258,150.952,0.75,2006.0,pre_ai
88,0.0898,Port Of Miami,rick ross,0.505,254093,0.657,0.0,0.0606,-7.254,1,hustlin',69,0.288,135.995,0.666,2006.0,pre_ai
122,0.00612,Rather You Than Me,rick ross,0.729,275720,0.838,0.0,0.0721,-4.476,0,trap trap trap,54,0.313,136.869,0.349,2017.0,post_ai
142,0.0125,Teflon Don,rick ross,0.57,270627,0.58,0.0,0.0497,-5.547,0,aston martin music,68,0.209,171.917,0.405,2010.0,pre_ai
146,0.00944,Trilla,rick ross,0.399,225653,0.857,0.0,0.319,-4.086,1,the boss,55,0.336,85.937,0.632,2011.0,pre_ai
153,0.224,Trilla,rick ross,0.749,209547,0.735,0.0,0.0703,-5.726,0,here i am,61,0.144,109.851,0.475,2008.0,pre_ai
6,0.238,Crazy Ex-Girlfriend,miranda lambert,0.556,208867,0.393,0.0,0.0979,-6.589,1,more like her,54,0.025,132.746,0.213,2008.0,pre_ai
12,0.12,Four The Record,miranda lambert,0.392,266947,0.741,1.34e-06,0.132,-4.01,1,all kinds of kinds,45,0.0325,157.166,0.461,2013.0,pre_ai
14,0.0205,Four The Record,miranda lambert,0.541,197600,0.911,0.00155,0.275,-3.6,0,fastest girl in town,53,0.0631,145.057,0.563,2012.0,pre_ai
16,0.278,Four The Record,miranda lambert,0.768,177773,0.809,0.0,0.139,-4.204,0,mama's broken heart,66,0.0616,111.989,0.748,2013.0,pre_ai
21,0.535,Four The Record,miranda lambert,0.566,253373,0.507,0.00619,0.107,-6.973,1,over you,58,0.0279,158.119,0.141,2012.0,pre_ai
26,0.00687,Kerosene,miranda lambert,0.628,185800,0.92,5.34e-05,0.337,-3.252,1,kerosene,59,0.0287,126.998,0.808,2005.0,pre_ai
40,0.0297,Platinum,miranda lambert,0.584,204387,0.813,0.000197,0.272,-7.221,1,little red wagon,57,0.0582,95.081,0.774,2014.0,pre_ai
43,0.0435,Platinum,miranda lambert,0.591,247827,0.703,2.34e-06,0.145,-6.211,1,automatic,56,0.0256,95.993,0.402,2014.0,pre_ai
54,0.0499,Revolution,miranda lambert,0.35,287760,0.777,0.000742,0.413,-4.33,1,white liar,52,0.0336,185.04,0.419,2009.0,pre_ai
55,0.0818,Revolution,miranda lambert,0.389,189440,0.695,0.0,0.0698,-2.4,1,only prettier,50,0.0348,167.968,0.778,2010.0,pre_ai
63,0.575,Revolution,miranda lambert,0.515,236627,0.3,8.46e-06,0.115,-8.005,1,the house that built me,66,0.0289,81.12,0.206,2010.0,pre_ai
65,0.0642,Revolution,miranda lambert,0.437,177867,0.844,1.42e-06,0.124,-3.394,1,heart like mine,53,0.0381,155.066,0.493,2009.0,pre_ai
76,0.101,The Weight of These Wings,miranda lambert,0.568,240280,0.562,6.16e-05,0.363,-7.775,1,vice,61,0.0418,133.647,0.247,2016.0,post_ai
81,0.861,The Weight of These Wings,miranda lambert,0.425,259280,0.372,0.0148,0.0733,-10.92,1,tin man,64,0.03,79.456,0.292,2016.0,post_ai
2,0.312,19,adele,0.621,210507,0.473,0.0,0.11,-6.07,0,chasing pavements,65,0.0251,80.027,0.325,2008.0,pre_ai
12,0.131,21,adele,0.729,228293,0.756,0.0,0.0527,-5.119,1,rolling in the deep,75,0.0294,104.945,0.522,2010.0,pre_ai
13,0.637,21,adele,0.618,221427,0.753,0.0,0.0905,-5.05,0,rumour has it,66,0.0451,120.041,0.557,2011.0,pre_ai
14,0.952,21,adele,0.305,250133,0.452,1.68e-05,0.129,-6.077,0,turning tables,68,0.0293,79.83,0.21,2011.0,pre_ai
16,0.00382,21,adele,0.61,241693,0.683,1.79e-06,0.125,-3.879,0,set fire to the rain,75,0.0253,108.003,0.466,2011.0,pre_ai
22,0.892,21,adele,0.559,285040,0.33,0.0,0.0975,-8.251,1,someone like you,79,0.0285,135.109,0.285,2011.0,pre_ai
23,0.336,25,adele,0.481,295493,0.451,0.0,0.0872,-6.095,0,hello,73,0.0347,157.966,0.289,2015.0,pre_ai
26,0.348,25,adele,0.381,290907,0.594,0.0,0.0925,-5.97,1,when we were young,74,0.0486,143.86,0.273,2015.0,pre_ai
27,0.891,25,adele,0.396,245427,0.305,0.0,0.169,-6.481,1,remedy,64,0.0387,165.398,0.251,2015.0,pre_ai
